date,B1,B2,B3,T1,G1,G2,G3,G4,G5,G6,G7,G8,G9
2018-12-17,857.819238,-135.981996,91.003973,2.546425,0.169347,2.298881,0.190309,-0.853575,-0.0214,0.814618,0.71043,0.0,0.0
2018-12-18,868.029201,-141.553998,86.627321,2.880641,0.154199,2.809363,-0.426388,-2.657691,-0.046301,1.160471,0.404035,0.0,0.0
2018-12-19,869.232537,-147.786495,89.593603,2.863778,0.490139,4.52925,1.279028,-0.795887,0.234993,0.343843,-0.069844,0.0,0.0
2018-12-20,857.803649,-136.733478,79.29452,2.494631,0.475171,4.6425,1.508569,-1.281169,0.788783,0.969701,0.934022,0.0,0.0
2018-12-21,861.771947,-133.768356,70.276032,2.743024,1.245212,4.989597,-3.812707,-4.719992,0.919666,2.414638,1.564954,0.0,0.0
2018-12-24,866.05644,-142.077099,66.183379,2.851402,0.08252,2.826549,-7.147152,-4.877218,4.05968,2.527986,-0.589034,0.0,0.0
2018-12-25,872.905821,-162.004186,90.144494,3.050989,0.016371,0.030055,-3.66904,-0.558595,2.168754,1.010213,-0.808128,0.0,0.0
2018-12-26,871.813466,-190.021473,114.059814,2.566183,2.486022,-2.633174,-0.560323,0.570373,1.326228,-0.806746,-1.026254,0.0,0.0
2018-12-27,863.468905,-172.717434,127.407238,2.909695,6.238105,1.693421,-4.757026,2.062924,1.353504,-1.219754,-1.31494,0.0,0.0
2018-12-28,860.802106,-178.859698,146.205982,3.181861,4.704818,-5.553329,-3.044137,3.366495,2.951358,-0.015723,-1.148695,0.0,0.0
2018-12-29,851.844854,-178.033664,170.413688,3.167966,4.532455,-4.241518,-1.496651,2.606704,2.9396,-0.044016,-1.957564,0.0,0.0
2019-01-03,845.680114,-185.770776,203.821484,3.14392,2.306648,-4.883904,-0.657473,3.371027,1.674696,-1.294337,-1.161696,0.0,0.0
2019-01-04,846.146792,-178.297765,204.405443,3.421127,7.432896,-9.980781,0.468045,2.13842,1.389996,-1.203685,-1.239589,0.0,0.0
2019-01-08,858.512258,-164.575172,197.894871,5.22727,-0.694191,-8.195028,-3.880383,3.462308,3.517609,-1.751153,-1.996302,0.0,0.0
2019-01-09,818.227269,-109.153702,171.396307,4.906119,0.661111,-2.066819,-0.885785,2.230594,0.554366,-0.168663,-0.32113,0.0,0.0
2019-01-10,811.380749,-98.065919,170.350032,4.952057,4.956649,-5.974594,-2.27275,3.662885,-0.040692,-1.3838,-1.236819,0.0,0.0
2019-01-11,805.915792,-86.19593,160.357259,5.632017,5.797977,-5.325145,-5.211389,3.046353,1.717674,-0.911667,-1.001494,0.0,0.0
2019-01-14,812.333726,-99.189944,171.561928,5.726417,3.977867,-5.252703,-3.391287,3.946313,1.50516,-1.226927,-1.163089,0.0,0.0
2019-01-15,801.149924,-96.227319,171.790664,5.383824,2.141409,-6.354336,0.669677,4.378997,1.932649,-0.872533,-0.988435,0.0,0.0
2019-01-16,794.667783,-91.814849,170.842615,5.304662,7.118293,-9.971539,0.545227,4.841119,3.093509,-1.209349,-1.230325,0.0,0.0
2019-01-17,797.252768,-96.504601,182.206137,4.625303,6.165177,-5.0283,0.612559,3.741424,-1.176079,-1.985551,-1.686238,0.0,0.0
2019-01-18,791.703252,-86.230898,175.998163,4.662338,6.78975,-4.082021,-2.918184,1.88928,-1.712155,-1.323876,-1.064645,0.0,0.0
2019-01-21,789.791971,-81.740224,172.305557,4.844262,4.772079,-4.044577,0.96811,2.463162,-1.003005,-1.150466,-1.095002,0.0,0.0
2019-01-22,792.024929,-81.592286,173.890024,4.827941,5.163567,-4.745735,0.322452,1.674764,-1.097555,-1.141233,-0.965977,0.0,0.0
2019-01-23,792.072005,-83.317947,177.081295,4.694297,2.569035,-3.777938,0.679675,1.749055,-0.868037,-0.886001,-0.785384,0.0,0.0
2019-01-24,786.464403,-73.775348,167.8646,4.84894,0.027647,-3.027146,2.828361,2.292616,-1.385093,-1.557519,-1.12332,0.0,0.0
2019-01-25,785.417435,-67.688843,162.711625,4.822127,1.034567,-0.787366,1.182271,-0.689966,-0.752722,0.028301,0.534606,0.0,0.0
2019-01-28,790.101143,-71.48989,165.062611,4.820043,1.281243,-2.220625,0.092303,-0.904002,-1.146205,-0.986079,0.012421,0.0,0.0
2019-01-29,793.215679,-57.608887,140.145272,5.992055,8.767805,-2.25598,-3.589387,-2.707409,-1.365374,-0.035964,0.742888,0.0,0.0
2019-01-30,798.132063,-69.527037,140.637259,6.257244,0.06136,-3.26456,-0.332056,-0.418102,-0.016579,-0.393794,0.137522,0.0,0.0
2019-01-31,786.755208,-55.133713,107.983787,7.163099,1.957794,-1.340046,-0.657182,-1.745189,-1.081007,0.621192,0.688599,0.0,0.0
2019-02-01,797.707124,-64.125449,98.949797,7.813353,0.580347,1.207032,-0.407762,-2.231286,-0.759065,0.585722,0.752608,0.0,0.0
2019-02-04,805.350363,-68.409478,95.70454,8.075273,0.570349,0.819507,-0.33629,-1.853694,-1.838066,-0.911228,0.499433,0.0,0.0
2019-02-05,805.903002,-70.539928,85.600913,8.383124,0.054293,-1.299414,1.255501,-1.480194,-2.237756,-0.906408,2.024565,0.0,0.0
2019-02-06,819.823336,-89.613923,93.265006,8.534903,-0.103727,2.555075,0.843414,-1.79552,0.508361,-1.614182,-0.07405,0.0,0.0
2019-02-07,824.218273,-93.171371,94.810242,8.555248,-1.055581,0.788004,0.596631,0.471786,0.383486,-1.857699,0.731866,0.0,0.0
2019-02-08,832.663742,-97.444884,78.701486,9.172954,2.496475,-1.818241,-0.374131,-1.4269,-0.938503,-0.754381,-0.364552,0.0,0.0
2019-02-11,841.12865,-107.7679,73.992164,9.438346,-0.024574,-0.374418,-0.42576,-1.231023,1.08046,0.788016,0.646385,0.0,0.0
2019-02-12,848.068604,-114.825104,77.374803,9.49826,-0.033575,1.824674,-0.039949,-1.947362,0.865337,-0.099061,-0.010274,0.0,0.0
2019-02-13,854.607846,-119.6114,85.523319,9.371559,-0.009694,1.026216,-2.501198,-3.080553,2.307841,-0.451728,-0.709297,0.0,0.0
2019-02-14,857.970902,-114.669696,102.375707,8.812074,6.334976,1.728319,-6.524689,-1.784647,2.24654,-1.236812,-0.89114,0.0,0.0
2019-02-15,850.097193,-102.561457,78.431149,9.380722,10.265371,-3.66894,-6.37662,-2.409525,-1.04847,-0.032038,0.850835,0.0,0.0
2019-02-18,858.807996,-118.555474,81.523251,9.53192,6.8509,-4.604852,-6.134033,-1.383167,-0.853334,0.77339,0.932471,0.0,0.0
2019-02-19,869.056588,-136.409606,98.366569,9.335297,0.466725,-3.379747,-5.923808,3.258494,2.892756,-0.39868,0.359277,0.0,0.0
2019-02-20,865.205691,-142.785786,118.95818,8.573311,0.080062,-4.933098,-1.50015,5.174989,2.156145,-1.294669,-1.13342,0.0,0.0
2019-02-21,858.810038,-137.763934,119.713228,8.360909,4.291993,-4.216891,-2.107836,2.674056,2.453203,-1.037388,-0.947625,0.0,0.0
2019-02-22,857.542959,-132.09511,114.629205,8.554055,7.814609,-5.531979,-6.344334,1.80399,2.812344,-0.960166,-0.888961,0.0,0.0
2019-02-25,852.846156,-130.119558,110.545525,8.674545,6.715039,-4.620217,-3.316541,1.16149,0.840029,-0.073931,0.025431,0.0,0.0
2019-02-26,856.919841,-132.461813,114.636385,8.647263,6.012391,-3.811978,-6.545756,1.451401,4.538012,-1.067637,-1.237784,0.0,0.0
2019-02-27,857.168748,-147.67382,143.381584,7.599142,-0.660669,-3.633254,-3.462676,4.130704,6.563831,-0.739349,-1.211482,0.0,0.0
2019-02-28,827.244174,-124.105031,144.336058,6.257887,-1.594196,-3.170848,-1.930422,6.034059,5.008015,-1.475847,0.683639,0.0,0.0
2019-03-01,815.300875,-130.424028,155.165134,4.158315,1.803483,-2.528145,-2.444226,3.175464,-1.135092,-1.925122,0.728319,0.0,0.0
2019-03-04,820.415308,-143.149293,147.32462,3.835344,2.297836,-3.228778,-2.545139,1.687634,-0.041497,-0.25477,0.188568,0.0,0.0
2019-03-05,826.038024,-145.898014,140.286886,3.977829,-0.023172,-1.3557,-1.05616,2.842679,-0.454543,-2.016258,0.701947,0.0,0.0
2019-03-06,833.130207,-157.956834,131.249296,3.718191,1.129086,-3.693419,-3.02756,3.320453,2.308712,-1.496051,-0.017773,0.0,0.0
2019-03-07,835.818274,-153.840121,122.098001,3.83668,3.85704,-3.96719,-3.241325,2.933883,-0.655884,-2.193992,0.779511,0.0,0.0
2019-03-11,832.146086,-148.798357,117.784516,3.674954,4.487287,-3.99161,-4.225442,1.537026,-0.268037,-0.720523,0.224758,0.0,0.0
2019-03-12,832.019197,-148.908029,116.477335,3.837872,3.765981,-3.675386,-2.634751,3.252446,-1.442666,-1.457504,0.882515,0.0,0.0
2019-03-13,836.695032,-147.088463,105.980904,4.108598,5.846712,-5.023233,-4.302716,2.727247,-1.063975,-0.806363,0.790406,0.0,0.0
2019-03-14,844.093755,-148.022408,101.30851,4.872133,1.87144,-6.581518,-4.388656,4.585099,-0.384634,-0.249366,0.033808,0.0,0.0
2019-03-15,836.954346,-156.135694,108.50164,3.900618,-0.707165,-4.109899,-0.918096,7.040341,-1.979692,-2.977508,1.36592,0.0,0.0
2019-03-18,826.160867,-147.448552,78.897553,3.045444,5.9e-05,-0.063833,0.0149,3.024887,-4.118843,-1.849706,1.244785,0.0,0.0
2019-03-19,835.508867,-153.245541,36.018306,2.894225,-0.000668,-1.765981,0.299102,5.327478,-2.014254,-2.61538,0.912851,0.0,0.0
2019-03-20,832.785697,-151.704822,27.500396,2.634905,-0.516015,-1.510778,0.849938,5.761628,-2.85109,-2.709801,0.712279,0.0,0.0
2019-03-21,829.594866,-133.584902,11.200237,3.071798,0.010259,-2.005595,-0.666152,6.60802,-3.274551,-3.206386,0.650292,0.0,0.0
2019-03-22,831.906627,-148.34694,14.911014,2.528989,-1.055348,-3.933019,-0.716055,5.248338,-1.241115,-1.687392,0.778455,0.0,0.0
2019-03-25,827.830763,-128.042015,0.834785,3.055452,-0.057183,-1.353329,0.930877,5.154257,-3.328543,-2.397982,1.068495,0.0,0.0
2019-03-26,835.524062,-133.292945,2.468611,3.403122,-0.482971,-2.312113,0.817167,5.914802,-2.346503,-2.086041,0.881179,0.0,0.0
2019-03-27,843.975226,-139.616404,2.299496,3.42292,-0.712862,-2.637966,0.474525,5.964069,-3.068148,-2.305744,1.193474,0.0,0.0
2019-03-28,858.991797,-144.829162,-6.020288,4.025999,-0.79665,-2.638174,-0.425497,5.829653,-2.058257,-2.062304,0.831511,0.0,0.0
2019-03-29,870.755982,-162.111936,-3.564167,4.084626,-1.314096,-4.462039,-1.605082,8.123833,-0.023031,-1.869752,0.407176,0.0,0.0
2019-04-01,866.675936,-154.906422,-2.531131,4.121784,-0.011277,-2.2372,-1.749246,5.861076,0.709409,-2.421895,0.749023,0.0,0.0
2019-04-02,859.276333,-147.929412,7.722434,3.895005,0.011154,-3.31234,-1.569287,6.317009,-0.354703,-1.875432,0.318172,0.0,0.0
2019-04-03,857.739998,-141.550913,2.353052,3.866889,0.135141,-2.010415,-1.99924,4.528349,-1.417201,-1.887603,1.064595,0.0,0.0
2019-04-04,863.922882,-138.952109,-7.133629,4.203456,2.197958,1.01189,-2.391262,-0.169033,-0.907851,-0.66453,0.017769,0.0,0.0
2019-04-05,864.539618,-135.484362,-19.684368,4.567581,3.335861,1.257584,-4.226996,-0.465057,-0.733556,0.434625,0.575288,0.0,0.0
2019-04-08,868.874282,-140.173055,-32.539434,4.770758,3.636473,-0.753412,-5.653893,-0.155887,-0.408987,0.545411,0.398094,0.0,0.0
2019-04-09,872.711348,-145.743856,-34.092186,4.73978,3.8963,-0.222833,-4.91279,-0.967766,-0.719727,-0.380101,-0.502846,0.0,0.0
2019-04-10,867.388764,-143.594011,-37.893239,4.877135,2.101707,-1.827733,-4.153508,2.498201,-0.012021,-0.683526,0.046359,0.0,0.0
2019-04-11,867.827416,-142.814083,-46.014639,5.032521,1.621064,-1.97496,-3.143207,3.35908,-0.010076,-0.436753,-0.012512,0.0,0.0
2019-04-12,874.134152,-147.061524,-49.368312,5.148227,1.685081,0.299157,-1.466293,3.616697,-2.034228,-2.333202,0.610873,0.0,0.0
2019-04-15,885.348682,-161.98671,-48.407539,5.123881,0.462897,-1.864818,-2.920626,3.412357,-0.624501,-1.076286,-1.036521,0.0,0.0
2019-04-16,890.623951,-161.323704,-65.454851,5.335484,3.254156,-0.472346,-3.503879,-1.50153,-1.288033,-0.807486,-0.020498,0.0,0.0
2019-04-17,907.682439,-176.596173,-91.258543,5.301503,4.235991,-0.350252,-4.885101,0.703834,-1.311731,-1.085755,-0.221454,0.0,0.0
2019-04-18,914.710297,-184.964128,-102.151712,5.208394,1.595014,-0.926051,-3.152677,2.239969,-1.184051,-1.761652,-0.2317,0.0,0.0
2019-04-19,917.26073,-188.593572,-107.204085,5.209693,2.36248,-1.722204,-4.929368,1.776683,-0.652535,-0.909312,0.018518,0.0,0.0
2019-04-22,922.406375,-188.348424,-118.767643,5.37264,4.156705,1.075264,-5.299439,0.438549,-1.04264,-0.541364,-0.545883,0.0,0.0
2019-04-23,926.312904,-194.26162,-120.311823,5.105735,1.761516,-0.530188,-2.816905,0.071907,-0.454196,-0.82617,-0.702169,0.0,0.0
2019-04-24,922.949543,-195.570399,-102.557181,5.550323,0.735718,-1.973836,-1.707284,4.26069,0.562614,-1.233338,0.667865,0.0,0.0
2019-04-25,925.516372,-196.95378,-97.877088,5.535901,0.990087,-1.676598,-3.534024,3.778087,-0.332723,-0.930373,0.120043,0.0,0.0
2019-04-26,922.611686,-203.054597,-85.615265,5.781257,-1.301378,-3.12103,-2.175554,7.090527,1.531175,-2.332351,0.630936,0.0,0.0
2019-04-29,910.278915,-196.516787,-63.72113,5.980093,-1.556259,-4.771943,-1.412356,7.862668,-0.591114,-1.590176,-0.925982,0.0,0.0
2019-04-30,896.159189,-192.743684,-32.964562,5.691314,-0.964718,-2.360339,1.229678,8.643531,0.576197,-3.134802,-1.796363,0.0,0.0
2019-05-02,891.108472,-192.168403,-26.74906,5.586272,-1.70633,-4.92258,-0.597584,7.885507,2.196737,-1.384561,0.039008,0.0,0.0
2019-05-03,887.092552,-189.031135,-21.723033,5.497767,-2.228664,-5.579748,0.642662,10.021546,1.692523,-2.36997,0.212503,0.0,0.0
2019-05-06,866.84713,-161.517353,-2.276229,5.081963,-1.279256,-3.629324,-0.867229,5.244956,-0.230908,-1.123451,-0.339978,0.0,0.0
2019-05-07,847.820851,-152.686671,19.163874,4.20457,-1.788806,-4.44629,0.33779,7.076582,-0.363781,-1.846566,0.545506,0.0,0.0
2019-05-08,838.671596,-143.778631,19.51325,3.812968,-1.207909,-2.32473,0.937935,5.243721,-2.388949,-2.71206,1.337984,0.0,0.0
2019-05-10,843.257142,-149.905677,12.175206,3.440826,-2.382987,-1.879272,1.322548,5.194515,-1.605017,-2.215071,0.731547,0.0,0.0
2019-05-13,848.851423,-154.148454,1.289303,3.517902,-0.131618,-1.213373,0.945074,4.11794,-2.311575,-2.456524,-0.017013,0.0,0.0
2019-05-14,854.167314,-159.36241,-5.715982,3.716647,-0.350601,-1.252872,-0.357044,4.542963,-1.291074,-2.088451,0.232161,0.0,0.0
2019-05-15,854.074004,-164.170692,-4.923346,3.661361,-0.787378,-2.004759,1.043136,4.924129,-3.543947,-3.051712,1.56087,0.0,0.0
2019-05-16,839.369689,-156.435774,-2.204825,3.173957,-0.011643,-2.001984,-0.364022,4.43349,-1.843592,-2.070691,0.602146,0.0,0.0
2019-05-17,824.778858,-164.369785,6.426338,2.385518,0.015571,-0.2102,-1.394987,4.695065,-0.954034,-2.525809,0.501086,0.0,0.0
2019-05-20,812.713031,-156.443747,7.702734,2.017438,0.035037,0.73737,-1.058738,1.67956,-1.427809,-1.253258,0.422955,0.0,0.0
2019-05-21,809.716448,-149.278065,5.355839,2.150882,0.023363,1.414202,0.576482,3.91427,-1.532508,-3.799081,-0.510018,0.0,0.0
2019-05-22,808.115392,-135.793829,-7.807065,2.69484,-1.040769,-0.690758,1.021433,1.311732,-0.917284,-2.701074,0.541452,0.0,0.0
2019-05-23,813.404401,-136.837184,-7.170912,2.712002,0.003037,-0.293748,-0.69345,3.060567,-0.736907,-1.662303,0.407667,0.0,0.0
2019-05-24,813.544725,-136.168054,-6.85368,2.747593,0.012907,-0.027085,-1.16916,2.54901,-1.853528,-2.419421,1.457186,0.0,0.0
2019-05-27,813.877632,-129.547287,-11.00884,3.042667,0.014047,-0.022095,-1.638367,1.581001,-0.627726,-0.431691,-0.015417,0.0,0.0
2019-05-28,817.450004,-136.372341,-12.63888,3.055169,0.014896,0.679359,0.013954,1.992221,-0.782405,-0.780632,-0.573659,0.0,0.0
2019-05-29,831.459429,-133.722653,-29.008836,3.663547,2.282432,3.893505,-3.553728,-0.010086,-1.260853,-0.766755,-0.281572,0.0,0.0
2019-05-31,835.881895,-135.743397,-54.212562,4.122601,0.147503,4.4365,-5.065335,-0.11837,1.127556,-0.504571,-0.176693,0.0,0.0
2019-06-03,839.325541,-137.56101,-56.155116,4.18438,-0.025149,0.666661,-1.533428,0.03265,1.357897,-0.503808,-0.427769,0.0,0.0
2019-06-04,830.920347,-124.617777,-61.088926,4.419185,0.0122,1.98488,-1.88696,-2.192185,3.517648,-0.448964,0.052189,0.0,0.0
2019-06-05,826.266253,-121.559608,-65.785036,4.445926,0.094499,4.22411,-2.544313,-2.141656,0.707845,0.739022,0.393348,0.0,0.0
2019-06-06,823.841153,-116.995146,-88.703552,4.245262,0.53747,3.071204,-2.889724,0.03264,0.547556,0.00281,0.010149,0.0,0.0
2019-06-07,817.2026,-111.052897,-89.551559,4.017426,0.059152,1.722944,-2.336274,-2.020869,2.945771,-0.403275,-1.061679,0.0,0.0
2019-06-10,810.710336,-107.811467,-84.034376,3.996263,-0.03012,1.196322,-0.106433,-1.45536,2.301079,-0.290729,-0.965432,0.0,0.0
2019-06-11,806.080251,-102.272666,-81.871611,4.095761,0.010149,1.488999,-0.911697,-1.34826,2.19625,-0.742939,0.66527,0.0,0.0
2019-06-13,807.66386,-107.453785,-74.130485,3.902543,-0.863766,0.978059,-0.883999,-1.944516,2.376469,-0.252877,-0.401247,0.0,0.0
2019-06-14,798.436381,-102.737165,-61.956127,3.959937,0.010254,1.450601,-1.60086,-2.063335,2.476162,-0.41443,0.628454,0.0,0.0
2019-06-17,786.679314,-100.718757,-40.053304,3.702986,-0.011836,-0.024097,-1.471264,-1.1947,3.442256,0.095792,-1.033764,0.0,0.0
2019-06-18,765.094369,-86.202602,-14.724009,3.243086,-0.014152,-1.08955,-0.30927,-0.446269,1.862497,-0.846997,0.274155,0.0,0.0
2019-06-19,758.294142,-74.521915,-25.150882,3.448305,5.377256,-5.480911,-2.200828,1.984088,-1.129947,-1.410876,-0.996337,0.0,0.0
2019-06-20,752.317085,-74.280599,-35.268914,3.601564,-0.060928,-3.321982,0.490234,-0.024726,1.825033,-0.037029,0.022955,0.0,0.0
2019-06-21,759.604977,-85.005695,-24.276639,3.357611,-0.122148,-1.01882,0.033266,0.231573,3.191064,-0.401257,-0.963128,0.0,0.0
2019-06-24,752.854146,-76.187026,-20.556,3.379253,-0.007493,-3.802566,-0.36645,1.937184,-0.823753,-1.146004,0.428093,0.0,0.0
2019-06-25,753.65187,-76.139905,-19.432218,3.371452,2.992777,-2.796418,-0.835691,0.080834,-0.5691,-0.450115,-0.25538,0.0,0.0
2019-06-26,752.698404,-77.762711,-14.328477,3.29065,0.564733,-4.289574,2.165077,2.929818,0.447194,-0.804059,0.028486,0.0,0.0
2019-06-27,743.885695,-72.572231,2.025637,2.853252,-0.919302,-1.09439,0.4998,0.264911,0.731372,-1.623997,0.833671,0.0,0.0
2019-06-28,740.862198,-73.676132,5.727586,2.767627,0.08106,-2.488458,2.896136,1.481531,-0.263717,-0.597565,0.465412,0.0,0.0
2019-07-01,740.953705,-66.372042,-0.473841,3.235998,0.217352,-1.241482,-0.413794,0.85416,-1.067678,-1.653319,0.687375,0.0,0.0
2019-07-02,744.29029,-76.733464,-2.332474,3.238925,0.407632,-3.211297,2.351367,2.196418,-0.809007,-0.656589,0.982465,0.0,0.0
2019-07-03,748.461147,-80.062253,-5.038014,3.329389,0.018778,-3.082562,3.214867,2.418696,-1.190343,-1.664774,0.388338,0.0,0.0
2019-07-04,745.225413,-74.5561,-11.248299,3.488078,0.714768,-2.10909,1.517302,2.214567,-1.061375,-0.91662,0.591249,0.0,0.0
2019-07-05,745.434213,-75.364683,-11.452099,3.502142,-0.141657,-1.123347,-0.657182,-0.063432,2.495654,-0.661594,0.595635,0.0,0.0
2019-07-08,752.12096,-82.337378,-17.788891,3.647584,0.020399,-0.095778,1.167719,0.905685,-2.948465,-1.885105,0.719722,0.0,0.0
2019-07-09,758.534325,-86.142919,-33.464455,3.928938,0.026241,-0.053144,0.035952,0.240749,-0.177484,-1.468593,0.529983,0.0,0.0
2019-07-10,762.351747,-89.920604,-46.83738,4.153573,0.015768,0.020716,-0.020113,-0.237717,-0.139634,-1.588776,0.51497,0.0,0.0
2019-07-11,761.690133,-89.365685,-46.42544,4.178256,0.048083,-0.394557,-0.118088,-1.841341,-0.254344,-0.019626,-0.443207,0.0,0.0
2019-07-12,763.520292,-93.179326,-38.56905,4.005987,-0.016203,0.013227,0.029084,0.828184,1.522005,-1.180206,0.648224,0.0,0.0
2019-07-15,766.070844,-96.431096,-39.711891,4.090655,-0.020007,-4.092762,0.734819,1.972313,-0.265259,-0.390065,0.229225,0.0,0.0
2019-07-16,766.651431,-97.726996,-37.793272,4.134624,-0.017759,-3.230822,1.144246,2.795258,1.165275,-0.809964,0.334097,0.0,0.0
2019-07-17,765.689873,-96.970439,-33.849412,4.128402,-0.016361,-0.459336,-0.124058,-0.819615,0.632297,-0.527461,0.142339,0.0,0.0
2019-07-18,774.882687,-107.048085,-39.408616,4.202423,0.010559,0.011385,-0.019464,0.336587,-0.04302,-2.303597,0.039383,0.0,0.0
2019-07-19,768.112159,-100.107916,-39.663516,4.28469,-0.009764,-0.109669,-0.095217,-0.652588,-0.799109,-1.596067,1.034551,0.0,0.0
2019-07-22,766.472463,-99.705789,-47.266946,4.436821,-0.043054,-0.547272,1.118581,0.01969,-0.457674,-1.451591,0.535567,0.0,0.0
2019-07-23,768.495648,-106.378411,-48.677576,4.399982,0.010136,0.010384,-0.019619,-0.568115,-0.920888,-1.602168,0.559237,0.0,0.0
2019-07-24,774.032799,-113.856228,-60.601017,4.495453,0.010445,0.620934,1.059952,-0.048184,-3.123379,-1.934661,1.209202,0.0,0.0
2019-07-25,781.242194,-127.331441,-77.329088,4.542128,-0.076467,-0.052067,1.071746,0.108068,-2.126679,-1.541591,1.046152,0.0,0.0
2019-07-26,794.929084,-136.770027,-89.839787,4.468356,0.879627,-2.948825,0.622025,2.18543,-0.773886,-1.456661,0.028237,0.0,0.0
2019-07-29,800.354762,-153.865173,-83.428457,4.403869,-1.128948,-7.8326,3.779521,6.027677,-0.797841,-1.741899,0.637169,0.0,0.0
2019-07-30,808.851516,-161.178834,-87.99033,4.547942,0.360723,-2.673363,0.015106,2.419079,0.164463,-2.080883,1.749821,0.0,0.0
2019-07-31,809.553006,-165.014947,-90.242659,4.761242,-0.476845,-4.368016,2.139542,4.812468,0.747612,-1.553941,0.173908,0.0,0.0
2019-08-01,814.179803,-172.520902,-82.515087,4.771077,-0.687331,-4.029723,1.368852,4.000134,1.998485,-0.973423,-0.871842,0.0,0.0
2019-08-02,816.050718,-171.829183,-58.933938,4.469468,0.066468,-6.646516,-1.337967,7.377955,2.695977,-1.218685,-0.961551,0.0,0.0
2019-08-05,807.070391,-155.563457,-67.418357,4.896155,0.076253,-0.965218,-0.923775,2.105547,-0.057966,-0.579479,0.237083,0.0,0.0
2019-08-06,808.650506,-152.369309,-77.602924,5.235607,-0.049247,-0.999122,-0.912188,2.428327,-1.450632,-1.693675,0.429092,0.0,0.0
2019-08-07,808.845922,-154.535859,-79.805809,5.429237,-1.923786,-1.933241,1.577162,3.026787,-1.338621,-1.52353,0.65848,0.0,0.0
2019-08-08,801.696999,-146.606449,-69.016643,5.71509,-1.184118,-2.535699,0.252258,2.914357,1.176687,-0.91361,-0.359328,0.0,0.0
2019-08-09,801.871398,-153.150009,-54.176867,5.646228,-5.083,0.019543,2.402656,3.276628,0.842001,-0.944146,-0.795917,0.0,0.0
2019-08-12,801.176366,-149.906332,-49.425834,5.71269,-0.78578,-6.123292,2.159064,4.224773,0.817268,-0.363803,-0.38953,0.0,0.0
2019-08-13,797.388049,-144.006474,-45.959636,5.774037,-0.799931,-1.317032,-0.036577,5.017705,-0.017495,-1.633591,-0.973777,0.0,0.0
2019-08-14,797.745229,-144.490639,-41.712063,5.748854,-0.828035,-3.23467,0.492444,4.662379,0.018552,-1.582309,0.034111,0.0,0.0
2019-08-15,799.705295,-146.078453,-40.566216,5.744073,-0.395464,-1.660276,1.533365,3.058129,-1.373623,-1.619808,0.697957,0.0,0.0
2019-08-16,796.687941,-144.041643,-40.958638,5.803293,-0.704865,-1.930749,1.139263,3.330777,-0.762835,-1.311477,-0.174017,0.0,0.0
2019-08-19,799.342042,-146.652667,-37.507372,5.800861,-5.740529,-2.775483,6.852114,4.725334,-2.240337,-1.641365,-0.455319,0.0,0.0
2019-08-20,797.793791,-144.961416,-43.613769,5.95744,-1.146134,-1.398837,4.041966,4.298138,-2.862309,-3.139719,0.518127,0.0,0.0
2019-08-21,794.974755,-145.57068,-55.084368,6.165745,-0.859099,-3.397955,3.629081,3.483519,-1.972833,-1.763107,0.804874,0.0,0.0
2019-08-22,794.784597,-142.454611,-62.140996,6.283413,0.026559,0.025165,1.399931,0.414843,-2.039554,-1.566115,0.60737,0.0,0.0
2019-08-23,799.158317,-147.901142,-67.240913,6.275856,-1.242908,0.021852,2.358867,1.032422,-1.450896,-2.277161,1.191884,0.0,0.0
2019-08-26,801.999096,-151.873316,-70.118159,6.235981,-1.036267,0.690125,3.127727,-0.279036,-2.175349,0.353879,0.777737,0.0,0.0
2019-08-27,808.392283,-154.239996,-79.118244,6.224643,0.013046,1.332824,3.228439,-1.249298,-3.453892,-1.387992,0.012821,0.0,0.0
2019-08-28,809.514445,-156.842387,-90.900833,6.258691,0.695305,-0.024825,1.709935,0.971461,-3.07205,-2.033837,1.234627,0.0,0.0
2019-08-29,810.911825,-159.316258,-97.816239,6.21376,0.21345,0.054497,1.206052,-0.84125,-3.147512,-0.808216,0.79676,0.0,0.0
2019-08-30,813.519095,-166.886734,-113.070586,6.017802,0.071145,0.704058,0.770416,-0.91535,-5.935771,-2.012579,2.626244,0.0,0.0
2019-09-02,818.272318,-174.54602,-128.25569,5.768595,0.213133,1.23939,1.30277,-1.336952,-3.33371,-0.931134,1.571622,0.0,0.0
2019-09-03,824.082194,-176.463719,-149.382701,5.544394,4.317859,1.172779,0.780304,-1.109142,-4.558201,-1.128877,1.235669,0.0,0.0
2019-09-04,822.991252,-175.643613,-177.284142,5.293824,2.727407,0.085396,-0.259042,-0.27898,-5.541592,-2.559292,2.09002,0.0,0.0
2019-09-05,826.8487,-177.329052,-203.665032,4.770292,4.975617,-1.593994,-0.207461,0.01179,-4.183543,-2.14681,1.34461,0.0,0.0
2019-09-06,830.515486,-185.049136,-211.424074,4.713672,0.044701,0.63777,0.090761,-0.314287,-0.681413,-1.058449,0.012957,0.0,0.0
2019-09-09,830.518066,-185.26751,-221.943129,4.591023,0.846769,-1.192255,-0.817131,0.366523,-0.129629,0.598649,1.456654,0.0,0.0
2019-09-10,833.229189,-179.198048,-232.513707,4.537083,2.318002,-0.672421,-1.332718,-1.164487,-0.879383,-1.772346,0.098873,0.0,0.0
