date,0d,1m,2m,3m,6m,9m,1y,2y,3y,4y,5y,6y,7y,8y,9y,10y
2016/01/04,1.927,2.2663,2.3035,2.3002,2.3166,2.343,2.3479,2.4598,2.5697,2.661,2.7488,2.8396,2.8701,2.8701,2.87,2.871
2016/01/05,2.027,2.2816,2.3528,2.3,2.307,2.335,2.368,2.4944,2.6173,2.7055,2.7871,2.8725,2.8999,2.8975,2.8931,2.8911
2016/01/06,2.009,2.3264,2.3333,2.3296,2.3299,2.3409,2.369,2.5038,2.6322,2.7003,2.7598,2.8468,2.8817,2.8839,2.8849,2.8861
2016/01/07,1.955,2.2918,2.3482,2.3473,2.3412,2.3454,2.37,2.4928,2.611,2.6859,2.7538,2.8336,2.8599,2.8574,2.8531,2.8511
2016/01/08,1.947,2.2966,2.3311,2.3219,2.3132,2.3362,2.3634,2.479,2.5906,2.6656,2.7347,2.814,2.8402,2.8389,2.8367,2.8362
2016/01/11,1.94,2.2568,2.3009,2.3099,2.3132,2.3287,2.3511,2.4683,2.5792,2.6381,2.693,2.7888,2.8249,2.823,2.8198,2.8187
2016/01/12,1.9,2.2257,2.3078,2.3081,2.2994,2.3,2.3054,2.4384,2.5618,2.6145,2.662,2.7651,2.8048,2.8004,2.7928,2.7887
2016/01/13,1.9,2.2257,2.2892,2.2773,2.2706,2.275,2.2804,2.4048,2.5192,2.5615,2.6005,2.7071,2.7497,2.7434,2.7326,2.7237
2016/01/14,1.9,2.2243,2.2642,2.2589,2.2496,2.2593,2.2793,2.4043,2.5199,2.5647,2.6084,2.7303,2.7796,2.772,2.7591,2.7513
2016/01/15,1.876,2.2105,2.2512,2.2292,2.229,2.2507,2.2782,2.4336,2.5601,2.5962,2.628,2.7335,2.7773,2.769,2.7549,2.7464
2016/01/18,1.874,2.1975,2.2491,2.2491,2.2493,2.2506,2.2618,2.4282,2.565,2.6057,2.6431,2.7617,2.8094,2.8005,2.7854,2.7764
2016/01/19,1.974,2.2576,2.2652,2.2502,2.2573,2.2599,2.2724,2.4361,2.577,2.6221,2.6643,2.7901,2.8392,2.8277,2.8082,2.7964
2016/01/20,2.074,2.3666,2.3983,2.3959,2.3191,2.3155,2.3105,2.469,2.6063,2.6516,2.6934,2.8101,2.8542,2.8426,2.8232,2.8114
2016/01/21,2.1335,2.3266,2.3466,2.3266,2.3191,2.3295,2.3006,2.4682,2.5995,2.6365,2.6714,2.7844,2.8293,2.819,2.8017,2.7914
2016/01/22,2.1475,2.2518,2.2514,2.2591,2.3064,2.3305,2.306,2.4427,2.5647,2.616,2.6657,2.775,2.8144,2.8034,2.7851,2.7741
2016/01/25,2.1285,2.3004,2.2883,2.28,2.2824,2.3283,2.3109,2.4802,2.6301,2.694,2.7514,2.8485,2.8796,2.8737,2.864,2.859
2016/01/26,2.1165,2.2414,2.2504,2.2499,2.2445,2.3216,2.311,2.4759,2.6228,2.6967,2.7633,2.8529,2.8796,2.8743,2.8657,2.8616
2016/01/27,2.1145,2.2092,2.2533,2.2913,2.3039,2.3402,2.3519,2.4919,2.6209,2.7124,2.7994,2.8929,2.9196,2.9144,2.9057,2.9016
2016/01/28,2.1115,2.2459,2.2535,2.2871,2.3066,2.3931,2.3608,2.4991,2.624,2.7048,2.7814,2.871,2.8973,2.894,2.8886,2.8866
2016/01/29,2.1085,2.2024,2.2457,2.2276,2.3024,2.3501,2.3214,2.4772,2.6149,2.6845,2.7492,2.8416,2.8695,2.8616,2.8486,2.8419
2016/02/01,2.0765,2.191,2.2269,2.2305,2.2928,2.3199,2.3109,,2.5813,,2.7257,,2.8546,,,2.8368
2016/02/02,2.0435,2.2057,2.2495,2.2406,2.2797,2.3332,2.3208,,2.5976,,2.7495,,2.9044,,,2.8818
2016/02/03,1.9825,2.1208,2.2137,2.219,2.2877,2.35,2.316,,2.6041,,2.7508,,2.9138,,,2.8918
2016/02/04,1.8825,2.2023,2.245,2.2505,2.2964,2.35,2.316,,2.5715,,2.7312,,2.8893,,,2.855
2016/02/05,1.7825,2.1287,2.1951,2.2271,2.277,2.33,2.3259,,2.5637,,2.7279,,2.8989,,,2.8535
2016/02/06,1.8795,2.1868,2.2028,2.2271,2.2686,2.3263,2.3268,,2.5675,,2.7393,,2.898,,,2.8535
2016/02/14,1.6765,2.1003,2.2325,2.256,2.2805,2.3004,2.3018,,2.578,,2.684,,2.848,,,2.8221
2016/02/15,1.6755,2.0899,2.191,2.251,2.2741,2.2714,2.3192,,2.5774,,2.6797,,2.8641,,,2.8371
2016/02/16,1.6725,2.0996,2.1941,2.2551,2.2794,2.2818,2.3452,,2.5659,,2.7089,,2.8789,,,2.8376
2016/02/17,1.6665,2.0977,2.1919,2.2324,2.2546,2.2695,2.2817,,2.5732,,2.7144,,2.8788,,,2.8351
2016/02/18,1.6495,2.1486,2.2045,2.2371,2.25,2.2591,2.2718,,2.5634,,2.7053,,2.874,,,2.8351
2016/02/19,1.6365,2.1418,2.1999,2.1541,2.1592,2.241,2.251,,2.567,,2.7001,,2.8665,,,2.8251
2016/02/22,1.6325,2.1246,2.1697,2.0626,2.2067,2.2307,2.2678,,2.5507,,2.6687,,2.8741,,,2.8426
2016/02/23,1.7325,2.161,2.1905,2.1082,2.1571,2.2139,2.2622,,2.5679,,2.6579,,2.8693,,,2.8451
2016/02/24,1.7555,2.145,2.1905,2.1034,2.1475,2.2039,2.2638,,2.5175,,2.6498,,2.87,,,2.8676
2016/02/25,1.8035,2.2475,2.1933,2.1178,2.1721,2.2421,2.2834,,2.5319,,2.6651,,2.8796,,,2.8651
2016/02/26,1.8475,2.2512,2.1545,2.0511,2.2022,2.2354,2.2764,,2.5283,,2.6499,,2.8794,,,2.8551
2016/02/29,1.8065,2.1994,2.1221,2.1012,2.203,2.2187,2.2576,,2.537,,2.6454,,2.867,,,2.8502
2016/03/01,1.7675,2.0736,2.0998,2.1141,2.1931,2.1788,2.2086,,2.5295,,2.6202,,2.8598,,,2.8527
2016/03/02,1.7115,2.0408,2.0669,2.0806,2.1702,2.1706,2.2093,,2.5058,,2.6217,,2.8715,,,2.8752
2016/03/03,1.7065,2.0569,2.0898,2.0513,2.1617,2.1784,2.2132,,2.5118,,2.6376,,2.893,,,2.9002
2016/03/04,1.6995,2.0861,2.087,2.0166,2.1118,2.1505,2.1742,,2.5076,,2.6277,,2.8829,,,2.8952
2016/03/07,1.7005,2.0387,2.0396,2.0365,2.1108,2.1655,2.1902,,2.5172,,2.6494,,2.9126,,,2.9303
2016/03/08,1.6995,2.0582,2.0538,2.0074,2.1155,2.1546,2.187,,2.5247,,2.6602,,2.9246,,,2.9352
2016/03/09,1.6995,1.9979,2.0365,1.9781,2.1111,2.133,2.1864,,2.5048,,2.6244,,2.8839,,,2.8928
2016/03/10,1.6965,2.0226,2.0315,2.0004,2.1098,2.1278,2.1895,,2.4843,,2.6049,,2.8651,,,2.8653
2016/03/11,1.7791,2.0176,1.9989,1.9402,2.0528,2.125,2.1612,,2.4882,,2.5727,,2.85,,,2.8453
2016/03/14,1.7831,2.0019,2.0064,1.9707,2.0378,2.1275,2.1469,,2.444,,2.5891,,2.8415,,,2.8504
2016/03/15,1.7871,2.0019,2.0148,1.9873,2.0464,2.1101,2.1275,,2.4068,,2.5839,,2.8367,,,2.8404
2016/03/16,1.7401,2.0014,2.0011,1.9803,2.0254,2.1096,2.1012,,2.377,,2.5593,,2.8017,,,2.8054
2016/03/17,1.7401,2.0049,2.0053,1.9902,2.0293,2.0639,2.0788,,2.3684,,2.566,,2.8134,,,2.8154
2016/03/18,1.8601,2.0049,1.9789,1.9573,2.0266,2.047,2.0551,,2.3443,,2.5554,,2.821,,,2.8229
2016/03/21,1.7597,2.0263,2.0016,1.9914,2.0253,2.0214,2.0552,,2.3563,,2.5684,,2.8184,,,2.8305
2016/03/22,1.8097,2.0333,2.0089,2.0006,2.0514,2.0416,2.0842,,2.3603,,2.5639,,2.8267,,,2.8304
2016/03/23,1.8597,2.0368,2.0198,2.0196,2.046,2.0413,2.0589,,2.3351,,2.5489,,2.8084,,,2.8307
2016/03/24,1.9397,2.0817,2.0404,2.0298,2.0461,2.0505,2.069,,2.3134,,2.5298,,2.8032,,,2.8309
2016/03/25,1.9337,2.0634,2.0311,1.9771,2.0364,2.091,2.053,,2.3056,,2.5181,,2.7909,,,2.8311
2016/03/28,1.9367,2.0674,2.0043,1.9539,2.0571,2.0908,2.0918,,2.3232,,2.5339,,2.8165,,,2.8665
2016/03/29,1.9007,2.0572,1.994,1.9894,2.0622,2.0899,2.1039,,2.2964,,2.5153,,2.8113,,,2.851
2016/03/30,1.9507,2.0947,2.0051,2.0012,2.0665,2.0907,2.0796,,2.3079,,2.4718,,2.7917,,,2.8362
2016/03/31,1.9637,2.115,2.0241,2.0187,2.0721,2.0763,2.0861,,2.3025,,2.472,,2.7823,,,2.8419
2016/04/01,1.8407,1.9842,1.9853,2.0008,2.0767,2.0887,2.0964,,2.3083,,2.4716,,2.7777,,,2.8422
2016/04/05,1.7997,1.9894,2.0114,2.0156,2.0661,2.0758,2.0854,,2.3211,,2.4876,,2.7794,,,2.8637
2016/04/06,1.7897,1.975,2.0237,2.0487,2.0746,2.092,2.1057,,2.3466,,2.4964,,2.7846,,,2.8689
2016/04/07,1.785,2.0154,2.0339,2.0708,2.095,2.1207,2.1358,,2.3709,,2.4947,,2.8058,,,2.9049
2016/04/08,1.7867,2.0271,2.0544,2.0577,2.1004,2.1522,2.1677,,2.3797,,2.5044,,2.8065,,,2.9158
2016/04/11,1.7417,2.0405,2.0828,2.0845,2.1253,2.1621,2.1776,,2.3849,,2.521,,2.8116,,,2.9091
2016/04/12,1.7497,2.0128,2.0565,2.1064,2.1195,2.1624,2.1893,,2.3949,,2.526,,2.8167,,,2.91
2016/04/13,1.7527,2.0148,2.0854,2.1257,2.1483,2.2049,2.2319,,2.4252,,2.6179,,2.8271,,,2.9271
2016/04/14,1.7557,2.0148,2.1046,2.1461,2.1691,2.1982,2.2259,,2.4534,,2.645,,2.8537,,,2.9352
2016/04/15,1.7217,2.0148,2.0763,2.1111,2.1403,2.1807,2.2172,,2.4534,,2.6335,,2.8361,,,2.9151
2016/04/18,1.6947,2.0148,2.0958,2.0872,2.1259,2.1834,2.2187,,2.4387,,2.6258,,2.8314,,,2.9047
2016/04/19,1.7507,2.0158,2.0933,2.1006,2.1492,2.1892,2.2143,,2.4237,,2.6391,,2.8455,,,2.906
2016/04/20,1.7647,2.025,2.1012,2.1016,2.1815,2.2096,2.2296,,2.4561,,2.6969,,2.9204,,,2.9258
2016/04/21,1.7757,2.0751,2.0979,2.1026,2.2017,2.2171,2.2349,,2.4668,,2.7022,,2.9424,,,2.9208
2016/04/22,1.8847,2.1632,2.1711,2.161,2.2016,2.2576,2.2706,,2.4963,,2.7173,,2.9946,,,2.9309
2016/04/25,1.9117,2.1808,2.1963,2.1999,2.2434,2.2886,2.3273,,2.5796,,2.7983,,3.0544,,,2.9362
2016/04/26,1.8027,2.1455,2.1687,2.1828,2.2291,2.2566,2.3011,,2.5603,,2.7635,,3.0046,,,2.9212
2016/04/27,1.8407,2.1491,2.1455,2.1775,2.2357,2.2639,2.2805,,2.5568,,2.7334,,2.9796,,,2.9108
2016/04/28,1.8877,2.1668,2.1459,2.2038,2.2473,2.2935,2.3029,,2.5568,,2.7436,,2.9546,,,2.8863
2016/04/29,1.8157,2.132,2.1479,2.194,2.2268,2.2891,2.307,,2.5817,,2.7282,,2.9594,,,2.8913
2016/05/03,1.77,2.125,2.1766,2.2098,2.2011,2.2789,2.2752,,2.5754,,2.7092,,2.9495,,,2.889
2016/05/04,1.7167,2.1497,2.1758,2.198,2.2526,2.2759,2.3126,,2.5847,,2.719,,2.9346,,,2.8965
2016/05/05,1.7177,2.1364,2.171,2.2343,2.2779,2.299,2.35,,2.5771,,2.7194,,2.9397,,,2.9017
2016/05/06,1.7167,2.1238,2.2071,2.2153,2.251,2.2847,2.3403,,2.5877,,2.7243,,2.9395,,,2.9016
2016/05/09,1.7157,2.1228,2.209,2.2216,2.259,2.2956,2.3526,,2.5733,,2.6895,,2.9146,,,2.8818
2016/05/10,1.7157,2.1009,2.2167,2.2186,2.23,2.2837,2.3248,,2.5639,,2.6951,,2.8956,,,2.9
2016/05/11,1.7157,2.1179,2.1946,2.2107,2.2329,2.2793,2.3071,,2.5544,,2.7137,,2.8988,,,2.9075
2016/05/12,1.7167,2.0851,2.1742,2.1861,2.2411,2.2991,2.3002,,2.5344,,2.7018,,2.8953,,,2.8975
2016/05/13,1.7187,2.0892,2.1904,2.1999,2.2077,2.2885,2.2905,,2.5249,,2.7023,,2.9006,,,2.905
2016/05/16,1.7217,2.0927,2.1983,2.1999,2.2021,2.2729,2.2992,,2.5051,,2.712,,2.9211,,,2.9275
2016/05/17,1.7277,2.0505,2.1994,2.2047,2.2017,2.2682,2.2989,,2.5055,,2.7201,,2.9399,,,2.93
2016/05/18,1.7277,2.0463,2.199,2.2106,2.2203,2.274,2.3131,,2.5362,,2.7661,,2.9797,,,2.955
2016/05/19,1.7267,2.1127,2.2224,2.2,2.2261,2.2697,2.3143,,2.5417,,2.7663,,2.9897,,,2.96
2016/05/20,1.7247,2.1067,2.1878,2.1904,2.2319,2.2697,2.3064,,2.537,,2.7408,,2.9795,,,2.95
2016/05/23,1.7747,2.1161,2.1676,2.1797,2.2132,2.2747,2.3004,,2.5432,,2.7521,,2.9836,,,2.955
2016/05/24,1.7727,2.0846,2.1406,2.1749,2.217,2.2776,2.3187,,2.543,,2.7471,,2.9733,,,2.935
2016/05/25,1.8227,2.0846,2.1618,2.181,2.2089,2.2786,2.313,,2.5561,,2.7453,,2.9696,,,2.9401
2016/05/26,1.8727,2.1136,2.1673,2.1701,2.2155,2.2786,2.3194,,2.5644,,2.7571,,2.9721,,,2.9401
2016/05/27,1.8727,2.1146,2.149,2.153,2.2187,2.2792,2.3168,,2.6034,,2.7593,,2.9769,,,2.9451
2016/05/30,1.8737,2.115,2.1618,2.1682,2.2075,2.2772,2.3196,,2.6098,,2.7561,,2.9824,,,2.9776
2016/05/31,1.8237,2.1031,2.1501,2.1896,2.2151,2.2873,2.3201,,2.6074,,2.7513,,2.9819,,,2.9851
2016/06/01,1.8537,2.1258,2.199,2.1902,2.216,2.278,2.3438,,2.6019,,2.7519,,2.9858,,,2.9952
2016/06/02,1.8517,2.1226,2.2001,2.2002,2.2411,2.2831,2.3753,,2.6069,,2.7649,,2.9982,,,3.0127
2016/06/03,1.8467,2.1721,2.2065,2.2021,2.2396,2.281,2.3975,,2.6053,,2.7833,,3.0026,,,3.0152
2016/06/06,1.7957,2.1864,2.1932,2.1811,2.2403,2.2905,2.4022,,2.6058,,2.771,,2.9886,,,3.0041
2016/06/07,1.7977,2.1488,2.1576,2.1684,2.2428,2.2912,2.3979,,2.6021,,2.7815,,2.9893,,,3.0071
2016/06/08,1.7977,2.0951,2.1469,2.1935,2.2357,2.2927,2.4041,,2.609,,2.8161,,3.0012,,,3.0077
2016/06/12,1.7977,2.0991,2.1534,2.1987,2.2393,2.3006,2.416,,2.6086,,2.8076,,3.0135,,,3.0053
2016/06/13,1.7946,2.1163,2.1855,2.2176,2.2677,2.3115,2.413,,2.6079,,2.814,,2.9935,,,2.9979
2016/06/14,1.7446,2.075,2.1472,2.2153,2.2754,2.314,2.4087,,2.597,,2.7818,,2.964,,,2.9654
2016/06/15,1.6946,2.0823,2.1493,2.2135,2.2782,2.329,2.4071,,2.6052,,2.7744,,2.9599,,,2.9604
2016/06/16,1.6966,2.0723,2.151,2.2076,2.2719,2.3289,2.4006,,2.5938,,2.7612,,2.9371,,,2.9455
2016/06/17,1.6996,2.0954,2.1357,2.183,2.2376,2.3403,2.3989,,2.5967,,2.7611,,2.9354,,,2.9379
2016/06/20,1.6546,2.1138,2.1638,2.1904,2.2033,2.335,2.4061,,2.5886,,2.7705,,2.9417,,,2.9481
2016/06/21,1.6636,2.1139,2.1488,2.1859,2.2416,2.3537,2.4076,,2.599,,2.7735,,2.94,,,2.9405
2016/06/22,1.6716,2.1353,2.17,2.1815,2.2261,2.3251,2.402,,2.5968,,2.751,,2.9202,,,2.9307
2016/06/23,1.6766,2.1251,2.1714,2.2059,2.252,2.3329,2.3979,,2.5827,,2.7497,,2.9202,,,2.9307
2016/06/24,1.6796,2.0864,2.1855,2.2022,2.2742,2.3413,2.4005,,2.5678,,2.7079,,2.8801,,,2.8808
2016/06/27,1.6826,2.1408,2.1661,2.1987,2.2761,2.3393,2.3985,,2.5427,,2.6726,,2.84,,,2.831
2016/06/28,1.7846,2.1411,2.1507,2.1849,2.2663,2.3133,2.3917,,2.5567,,2.6856,,2.865,,,2.861
2016/06/29,1.8826,2.1265,2.1259,2.187,2.267,2.3374,2.4022,,2.5591,,2.6937,,2.87,,,2.8586
2016/06/30,1.8816,2.0997,2.1001,2.1978,2.2718,2.336,2.3901,,2.5484,,2.6865,,2.85,,,2.8411
2016/07/01,1.8716,2.0773,2.1336,2.1951,2.2692,2.325,2.3611,,2.5293,,2.6556,,2.8102,,,2.8038
2016/07/04,1.8586,2.0836,2.1122,2.1896,2.2634,2.3315,2.3611,,2.5462,,2.6715,,2.8301,,,2.8314
2016/07/05,1.9086,2.0345,2.1327,2.2129,2.2572,2.3335,2.3464,,2.5478,,2.6829,,2.85,,,2.8514
2016/07/06,1.9386,2.044,2.1356,2.227,2.2545,2.3255,2.3317,,2.5437,,2.6669,,2.8303,,,2.8365
2016/07/07,1.9686,2.096,2.1375,2.2049,2.2463,2.2911,2.317,,2.5183,,2.6479,,2.815,,,2.8066
2016/07/08,1.9676,2.1066,2.14,2.1844,2.197,2.2708,2.3074,,2.5194,,2.6493,,2.8102,,,2.8016
2016/07/11,1.9676,2.1025,2.1471,2.1923,2.1957,2.2681,2.3039,,2.5313,,2.6586,,2.8204,,,2.8268
2016/07/12,1.9656,2.1487,2.1413,2.196,2.2216,2.275,2.3131,,2.531,,2.6805,,2.8304,,,2.8368
2016/07/13,1.9646,2.1985,2.1436,2.2152,2.2208,2.2781,2.3295,,2.5441,,2.7014,,2.8452,,,2.8494
2016/07/14,1.9646,2.1465,2.1562,2.1931,2.2226,2.2798,2.3191,,2.5318,,2.6942,,2.8306,,,2.8395
2016/07/15,1.9676,2.1384,2.1586,2.1724,2.203,2.2602,2.3187,,2.5258,,2.6818,,2.8302,,,2.8271
2016/07/18,1.9176,2.1309,2.1495,2.1638,2.186,2.254,2.2994,,2.5261,,2.6775,,2.83,,,2.8271
2016/07/19,1.8946,2.0753,2.1464,2.155,2.1684,2.2328,2.2938,,2.5223,,2.656,,2.83,,,2.8197
2016/07/20,1.8966,2.0686,2.1292,2.1575,2.1808,2.2144,2.265,,2.511,,2.621,,2.8001,,,2.7996
2016/07/21,1.8996,2.0322,2.111,2.1574,2.1806,2.207,2.2404,,2.4914,,2.6012,,2.7801,,,2.7806
2016/07/22,1.9146,2.0089,2.0955,2.1553,2.1913,2.226,2.2629,,2.4842,,2.5965,,2.7833,,,2.7907
2016/07/25,1.9236,2.0274,2.1364,2.1508,2.2138,2.229,2.2629,,2.4953,,2.5917,,2.805,,,2.8068
2016/07/26,1.9566,2.0625,2.1564,2.1512,2.1965,2.234,2.2663,,2.5008,,2.5919,,2.7901,,,2.7913
2016/07/27,1.9576,2.0658,2.1467,2.1439,2.1664,2.2068,2.2423,,2.4873,,2.5821,,2.7951,,,2.7967
2016/07/28,1.9476,2.0493,2.1436,2.1509,2.1834,2.2038,2.2383,,2.4715,,2.5825,,2.7851,,,2.7867
2016/07/29,1.9366,2.0606,2.1021,2.1463,2.1951,2.208,2.2394,,2.4802,,2.5827,,2.7752,,,2.7768
2016/08/01,1.9508,2.0402,2.1141,2.1465,2.1966,2.2099,2.2369,,2.4782,,2.5831,,2.7802,,,2.783
2016/08/02,1.9468,2.0934,2.1204,2.1168,2.1928,2.1978,2.2454,,2.4414,,2.584,,2.7801,,,2.7792
2016/08/03,1.9086,2.0651,2.1001,2.1035,2.1759,2.1806,2.2157,,2.4343,,2.5793,,2.7701,,,2.7718
2016/08/04,1.8866,2.0593,2.0789,2.0973,2.1604,2.1804,2.196,,2.4322,,2.5796,,2.7632,,,2.7694
2016/08/05,1.9266,2.0411,2.1,2.0958,2.1545,2.1668,2.186,,2.4126,,2.5547,,2.7396,,,2.7534
2016/08/08,1.9296,2.0954,2.1081,2.0743,2.1578,2.1601,2.1851,,2.4083,,2.5553,,2.7279,,,2.7472
2016/08/09,1.9346,2.0596,2.0998,2.0911,2.1438,2.1538,2.1789,,2.3834,,2.5306,,2.7018,,,2.7125
2016/08/10,1.9416,2.08,2.0797,2.0805,2.1259,2.1468,2.169,,2.3712,,2.5003,,2.6821,,,2.695
2016/08/11,1.9456,2.085,2.0663,2.0814,2.0967,2.145,2.1531,,2.3843,,2.4872,,2.6811,,,2.6875
2016/08/12,1.9456,2.0629,2.0604,2.0648,2.043,2.1052,2.1385,,2.3699,,2.4752,,2.666,,,2.6701
2016/08/15,1.9479,2.003,2.0024,2.0474,2.0509,2.1121,2.1302,,2.3555,,2.4656,,2.6316,,,2.6401
2016/08/16,1.9166,1.9527,1.9844,2.0279,2.0506,2.0923,2.0955,,2.3566,,2.4763,,2.6609,,,2.6651
2016/08/17,1.9166,1.9464,1.9879,2.031,2.0507,2.1055,2.1004,,2.3569,,2.4974,,2.6859,,,2.6901
2016/08/18,1.9176,1.9551,1.9939,2.0228,2.0514,2.0909,2.0904,,2.3473,,2.5059,,2.69,,,2.6801
2016/08/19,1.9476,1.972,2.0051,2.0008,2.0426,2.0958,2.1015,,2.3679,,2.5264,,2.7152,,,2.7001
2016/08/22,1.8979,1.9323,1.9761,1.9833,2.0552,2.092,2.1032,,2.3841,,2.5079,,2.6925,,,2.6801
2016/08/23,1.9076,1.9518,1.9841,2.0153,2.0542,2.0956,2.1026,,2.3949,,2.5445,,2.7498,,,2.7201
2016/08/24,1.9176,1.9649,2.0041,2.0091,2.0556,2.1081,2.1108,,2.4099,,2.5595,,2.7622,,,2.7301
2016/08/25,1.8686,1.9835,1.9967,2.0005,2.0564,2.1046,2.1199,,2.421,,2.5489,,2.7498,,,2.7201
2016/08/26,1.8785,1.9965,2.0009,2.0001,2.0465,2.109,2.1262,,2.4314,,2.5435,,2.7397,,,2.6927
2016/08/29,1.8835,1.9862,1.997,2.0035,2.025,2.1065,2.1282,,2.412,,2.5611,,2.7619,,,2.7064
2016/08/30,1.8975,1.9663,1.996,2.0038,2.0616,2.1224,2.1286,,2.4275,,2.5663,,2.8019,,,2.7527
2016/08/31,1.8995,1.9936,2.0007,2.0054,2.0703,2.1157,2.116,,2.4275,,2.5713,,2.7895,,,2.7425
2016/09/01,1.8605,1.9944,2.0005,2.0012,2.0526,2.0908,2.113,,2.4137,,2.5622,,2.7858,,,2.7452
2016/09/02,1.8605,2.0077,2.0246,2.0249,2.0591,2.1146,2.1297,,2.4238,,2.5619,,2.7748,,,2.7452
2016/09/05,1.8645,1.9975,2.0009,2.0142,2.0704,2.1092,2.1267,,2.425,,2.5733,,2.7895,,,2.7503
2016/09/06,1.8715,1.989,2.0393,2.0491,2.055,2.1049,2.1359,,2.4303,,2.5728,,2.7937,,,2.7628
2016/09/07,1.8448,1.994,2.0422,2.04,2.0781,2.1104,2.128,,2.4308,,2.5731,,2.8,,,2.7853
2016/09/08,1.8455,2.0179,2.0507,2.0492,2.055,2.1064,2.1405,,2.4256,,2.5739,,2.7825,,,2.7753
2016/09/09,1.8495,2.0336,2.0219,2.0295,2.0528,2.1356,2.1622,,2.4249,,2.5632,,2.7725,,,2.7678
2016/09/12,1.8595,2.0437,2.0501,2.0299,2.0506,2.1457,2.1854,,2.4511,,2.5782,,2.795,,,2.7916
2016/09/13,1.8725,2.0566,2.06,2.0292,2.0464,2.1416,2.1722,,2.4467,,2.5732,,2.775,,,2.7654
2016/09/14,1.8925,2.0839,2.0996,2.0893,2.0997,2.1343,2.1717,,2.4471,,2.5708,,2.76,,,2.7579
2016/09/18,1.9252,2.0927,2.0984,2.0983,2.1033,2.1304,2.1834,,2.448,,2.5748,,2.7612,,,2.7655
2016/09/19,1.9392,2.0713,2.0925,2.1101,2.1109,2.1304,2.1784,,2.4376,,2.5699,,2.76,,,2.7605
2016/09/20,1.9442,2.0822,2.0991,2.0988,2.1004,2.1433,2.1734,,2.4278,,2.568,,2.7475,,,2.7431
2016/09/21,2.0022,2.0996,2.0985,2.1025,2.1167,2.1401,2.1734,,2.4378,,2.571,,2.7575,,,2.7518
2016/09/22,2.0332,2.0944,2.0924,2.0599,2.0926,2.1446,2.1634,,2.4211,,2.5639,,2.75,,,2.7456
2016/09/23,2.032,2.0496,2.0691,2.0487,2.0901,2.1456,2.1584,,2.398,,2.5529,,2.745,,,2.7318
2016/09/26,2.0292,2.0529,2.0636,2.0523,2.0976,2.1498,2.1534,,2.407,,2.5474,,2.735,,,2.7157
2016/09/27,2.0312,2.0985,2.0396,2.0434,2.0957,2.1603,2.1684,,2.3983,,2.5536,,2.7387,,,2.7144
2016/09/28,2.0312,2.0495,2.0392,2.0501,2.0928,2.1479,2.1684,,2.3775,,2.5609,,2.74,,,2.7244
2016/09/29,1.9812,2.0036,1.9833,2.0347,2.0912,2.1433,2.1684,,2.3884,,2.5552,,2.745,,,2.7282
2016/09/30,1.9812,1.9909,1.9723,2.0482,2.0753,2.1401,2.1584,,2.411,,2.5489,,2.7401,,,2.7258
2016/10/08,1.8472,1.9782,1.9813,2.0574,2.0799,2.1443,2.1507,,2.4138,,2.5447,,2.7249,,,2.7047
2016/10/09,1.8292,1.9779,1.9857,2.0579,2.0799,2.1536,2.16,,2.4128,,2.5174,,2.6949,,,2.676
2016/10/10,1.8292,1.9193,1.9672,2.0448,2.091,2.146,2.1487,,2.398,,2.5134,,2.685,,,2.6735
2016/10/11,1.8502,1.9388,1.9509,2.0222,2.0757,2.1486,2.1513,,2.398,,2.514,,2.6925,,,2.6835
2016/10/12,1.8472,1.9308,1.931,1.9957,2.0846,2.1669,2.159,,2.3978,,2.5197,,2.7032,,,2.7098
2016/10/13,1.8482,1.9241,1.9311,1.9982,2.0869,2.1415,2.1467,,2.3887,,2.5263,,2.7,,,2.701
