date,0d,1m,2m,3m,6m,9m,1y,3y,5y,7y,10y
2023/01/03,1.0068,1.741,1.8573,1.9162,2.0658,2.0883,2.112,2.4096,2.6298,2.8107,2.8228
2023/01/04,1.0067,1.7058,1.82,1.8252,2.0254,2.0441,2.067,2.3964,2.6071,2.7958,2.8103
2023/01/05,0.9165,1.6778,1.8,1.8053,2.0098,2.0543,2.082,2.4111,2.625,2.8112,2.8304
2023/01/06,0.9161,1.6437,1.7529,1.8022,2.0489,2.0737,2.097,2.4419,2.6495,2.8208,2.8328
2023/01/09,1.016,1.6777,1.7192,1.839,2.0377,2.0746,2.0996,2.4627,2.6649,2.8332,2.8428
2023/01/10,1.141,1.7259,1.7987,1.8727,2.0662,2.0974,2.122,2.5036,2.7104,2.86,2.8602
2023/01/11,1.216,1.732,1.7898,1.8417,2.0689,2.1027,2.127,2.5131,2.6989,2.8507,2.8603
2023/01/12,1.316,1.641,1.6999,1.8145,2.0263,2.0703,2.097,2.5029,2.6974,2.8567,2.8778
2023/01/13,1.216,1.6085,1.6905,1.8088,2.0225,2.0742,2.097,2.5188,2.7096,2.8677,2.901
2023/01/16,1.6,1.6737,1.7131,1.8477,2.0342,2.1049,2.127,2.5552,2.7571,2.8784,2.9167
2023/01/17,1.66,1.6764,1.7305,1.8514,2.058,2.1062,2.127,2.5461,2.7346,2.8635,2.9017
2023/01/18,1.7,1.71,1.7163,1.9514,2.118,2.12,2.1615,2.5486,2.7257,2.8745,2.9222
2023/01/19,1.423,1.6853,1.7117,1.969,2.1399,2.1102,2.1677,2.5418,2.721,2.8694,2.9145
2023/01/20,1.423,1.6746,1.6902,1.9173,2.0799,2.08,2.1648,2.5379,2.7288,2.8756,2.9331
2023/01/28,1.323,1.6133,1.65,1.8701,2.0257,2.0824,2.1496,2.5465,2.7283,2.8723,2.9341
2023/01/29,1.273,1.5537,1.65,1.8545,2.0247,2.0726,2.1519,2.5307,2.7225,2.8595,2.9219
2023/01/30,1.2723,1.56,1.598,1.8258,1.9797,2.0761,2.176,2.5405,2.7238,2.8615,2.9133
2023/01/31,1.2823,1.6422,1.666,1.7856,1.9713,2.0774,2.1535,2.529,2.7039,2.8511,2.8977
2023/02/01,1.3823,1.6469,1.6584,1.8148,2.0212,2.0594,2.1631,2.5388,2.7091,2.8638,2.9101
2023/02/02,1.3323,1.6194,1.6672,1.8219,2.0221,2.0272,2.1507,2.5151,2.6945,2.858,2.897
2023/02/03,1.2885,1.5689,1.696,1.8507,2.0121,2.0131,2.1504,2.5244,2.6921,2.8582,2.8943
2023/02/06,1.3985,1.7,1.7811,1.8741,2.02,2.0249,2.1581,2.5311,2.7054,2.8682,2.9017
2023/02/07,1.72,1.7678,1.8327,1.9052,2.0253,2.0356,2.163,2.54,2.6983,2.8671,2.8964
2023/02/08,1.75,1.791,1.917,2.0045,2.0553,2.0651,2.1617,2.5443,2.703,2.8716,2.8973
2023/02/09,1.65,1.767,1.9005,2.006,2.0614,2.076,2.1673,2.5322,2.6959,2.8666,2.8912
2023/02/10,1.6,1.7669,1.9275,1.985,2.0657,2.0759,2.1682,2.5383,2.6961,2.8744,2.9003
2023/02/13,1.7,1.8367,1.9846,1.985,2.0658,2.0782,2.1734,2.5426,2.6967,2.8694,2.8943
2023/02/14,1.65,1.8075,1.98,1.9816,2.0628,2.0796,2.1781,2.5374,2.695,2.8648,2.8914
2023/02/15,1.6,1.8598,2.0071,2.0306,2.0688,2.1017,2.1792,2.5431,2.6945,2.8607,2.8918
2023/02/16,1.6,1.867,2.0097,2.031,2.069,2.1141,2.1916,2.5429,2.6921,2.858,2.8907
2023/02/17,1.809,1.9084,2.0194,2.0429,2.1169,2.1281,2.1973,2.5329,2.6976,2.8587,2.892
2023/02/20,1.709,1.9691,2.0577,2.0719,2.1544,2.1704,2.2395,2.5511,2.7392,2.8796,2.917
2023/02/21,1.709,1.9563,2.086,2.1013,2.1923,2.2167,2.2422,2.5614,2.739,2.88,2.919
2023/02/22,1.6091,1.929,2.062,2.1008,2.1691,2.191,2.24,2.5568,2.7342,2.8735,2.9175
2023/02/23,1.6091,1.9423,2.0493,2.1041,2.2,2.2086,2.2603,2.5619,2.7446,2.8785,2.922
2023/02/24,1.6202,1.9112,2.007,2.058,2.2,2.2148,2.2948,2.5647,2.7395,2.8712,2.9126
2023/02/27,1.7702,1.9303,2.004,2.0567,2.2014,2.2234,2.3165,2.573,2.7398,2.873,2.9117
2023/02/28,1.85,1.9182,2.006,2.0605,2.2101,2.2169,2.3291,2.5734,2.7374,2.8673,2.9017
2023/03/01,1.75,1.8883,2.0063,2.0618,2.18,2.2082,2.3197,2.5692,2.7354,2.8667,2.8977
2023/03/02,1.7,1.8813,2.0424,2.0502,2.1842,2.2282,2.3247,2.5691,2.7513,2.8753,2.9111
2023/03/03,1.6809,1.8435,2.0371,2.0708,2.213,2.2609,2.323,2.5672,2.7387,2.8719,2.9026
2023/03/06,1.6809,1.829,2.0339,2.0522,2.1948,2.243,2.2955,2.5506,2.7114,2.8521,2.8826
2023/03/07,1.6309,1.8521,2.0337,2.0423,2.1859,2.2351,2.288,2.5464,2.7014,2.8463,2.8726
2023/03/08,1.6309,1.8583,2.04,2.0403,2.1926,2.2257,2.273,2.5412,2.7123,2.8482,2.8828
2023/03/09,1.5,1.8685,2.0413,2.0563,2.1934,2.2255,2.273,2.5311,2.7027,2.8428,2.8752
2023/03/10,1.55,1.8885,2.0536,2.061,2.1921,2.2086,2.263,2.5239,2.6955,2.8365,2.8627
2023/03/13,1.65,2.002,2.0993,2.0622,2.194,2.2123,2.263,2.5324,2.7047,2.8402,2.8703
2023/03/14,1.7,2.0058,2.118,2.0725,2.1955,2.2174,2.269,2.5277,2.6968,2.8373,2.8652
2023/03/15,1.7999,2.0235,2.1297,2.1352,2.1954,2.2223,2.279,2.5328,2.6987,2.8393,2.8652
