date,0d,1m,2m,3m,6m,9m,1y,3y,5y,7y,10y
2018-05-09,2.1906,2.4365,2.5908,2.7062,2.7938,2.8929,2.9295,3.2349,3.3897,3.6758,3.7074
2018-05-10,2.1796,2.4265,2.6091,2.7365,2.8069,2.8853,2.9235,3.2188,3.3853,3.6651,3.6924
2018-05-11,2.1796,2.497,2.6233,2.7013,2.8602,2.8875,2.9305,3.2063,3.3805,3.6477,3.6882
2018-05-14,2.2936,2.5442,2.6337,2.7212,2.9135,2.9028,2.9469,3.222,3.4015,3.6488,3.6937
2018-05-15,2.3915,2.599,2.7425,2.7735,2.92,2.923,2.9669,3.2215,3.4172,3.6565,3.7151
2018-05-16,2.5315,2.6227,2.7424,2.7497,2.9249,3.0069,3.0185,3.2404,3.4273,3.6595,3.7076
2018-05-17,2.3099,2.5032,2.7441,2.7817,2.9563,3.0101,3.0701,3.2407,3.4584,3.6603,3.712
2018-05-18,2.2759,2.475,2.7052,2.7443,3.0,3.0072,3.0711,3.228,3.4793,3.6602,3.7099
2018-05-21,2.2399,2.474,2.7144,2.8089,2.9696,3.0072,3.1368,3.2481,3.459,3.6505,3.6939
2018-05-22,2.3536,2.4483,2.6902,2.7985,3.0045,3.0204,3.1229,3.2596,3.4176,3.6454,3.67
2018-05-23,2.4629,2.5385,2.7343,2.7848,3.0123,3.0509,3.1233,3.2615,3.4178,3.6454,3.64
2018-05-24,2.493,2.4995,2.8006,2.8066,2.9775,3.0321,3.1245,3.2813,3.417,3.6174,3.6501
2018-05-25,2.4962,2.6433,2.8394,2.8413,3.0149,3.0568,3.1249,3.2785,3.3966,3.6025,3.6126
2018-05-28,2.5012,2.7213,2.8394,2.9152,3.0151,3.0679,3.1415,3.2873,3.4174,3.5858,3.6101
2018-05-29,2.6373,2.7317,2.8438,2.9194,3.0099,3.0383,3.1397,3.2864,3.4283,3.5961,3.6001
2018-05-30,2.7868,2.9017,2.9035,2.904,2.9839,3.0519,3.1528,3.2957,3.4172,3.586,3.5976
2018-05-31,2.7835,2.8877,2.8895,2.89,2.9897,3.052,3.1488,3.3018,3.4383,3.5983,3.6129
2018-06-01,2.7535,2.9998,3.0002,3.0002,3.0003,3.0625,3.1619,3.3603,3.4406,3.6002,3.6202
2018-06-04,2.6212,2.9987,2.946,2.9848,3.0059,3.0687,3.1751,3.3807,3.4616,3.6346,3.6532
2018-06-05,2.6212,2.9871,2.946,2.9879,3.0146,3.1303,3.1703,3.4199,3.4637,3.6443,3.6602
2018-06-06,2.6212,2.9871,2.9474,2.9907,3.015,3.135,3.2003,3.4337,3.4937,3.6443,3.6602
2018-06-07,2.4373,3.0872,2.9836,2.9929,3.0235,3.1435,3.2161,3.4307,3.5066,3.6504,3.6702
2018-06-08,2.2715,3.0872,2.9499,2.95,3.0173,3.1484,3.2117,3.3858,3.4563,3.6255,3.6453
2018-06-11,2.2815,3.0052,2.9329,2.93,3.0339,3.1443,3.218,3.3971,3.4723,3.65,3.6502
2018-06-12,2.2925,2.9452,2.9443,2.9438,3.0517,3.146,3.2414,3.4433,3.5273,3.6628,3.6853
2018-06-13,2.2975,2.9274,2.9443,2.9833,3.1294,3.1397,3.2406,3.4277,3.5076,3.66,3.6627
2018-06-14,2.2995,2.9935,2.9457,2.9621,3.1097,3.1344,3.2209,3.4044,3.4776,3.64,3.6227
2018-06-15,2.3005,2.9935,2.947,2.9505,3.1543,3.1544,3.2183,3.3952,3.4565,3.6051,3.6028
2018-06-19,2.2235,2.955,2.947,2.9766,3.1417,3.149,3.2168,3.3809,3.4314,3.5725,3.5603
2018-06-20,2.3526,3.0504,2.9933,3.0891,3.1417,3.1868,3.2848,3.3842,3.4571,3.59,3.6054
2018-06-21,2.2935,2.961,3.0449,3.1024,3.1721,3.1868,3.2856,3.3866,3.4411,3.5707,3.5753
2018-06-22,2.2865,3.1435,3.0449,3.0433,3.1721,3.1816,3.2775,3.3844,3.4149,3.5701,3.5604
2018-06-25,2.2645,3.1952,3.1503,3.0615,3.1817,3.1912,3.2792,3.3904,3.4363,3.5753,3.5803
2018-06-26,2.2185,3.0533,3.1062,3.0996,3.1998,3.2093,3.2772,3.376,3.4448,3.5706,3.5804
2018-06-27,2.1455,3.0533,3.1062,3.0996,3.1998,3.2095,3.2775,3.3756,3.4224,3.5599,3.5529
2018-06-28,1.9895,3.0578,3.0955,3.13,3.1846,3.1916,3.2242,3.3518,3.3916,3.535,3.5304
2018-06-29,2.3285,3.0317,2.9543,3.0122,3.1041,3.1165,3.159,3.3124,3.3507,3.4852,3.4756
2018-07-02,2.2195,2.7019,2.752,2.8213,3.0388,3.092,3.134,3.2844,3.344,3.4801,3.4668
2018-07-03,2.1205,2.5668,2.6937,2.71,2.9432,2.9977,3.0543,3.267,3.3184,3.4904,3.4955
2018-07-04,1.8995,2.5211,2.6441,2.6621,2.9576,3.0554,3.0602,3.2721,3.3232,3.4915,3.5107
2018-07-05,1.8983,2.3507,2.4823,2.6536,2.9507,3.0271,3.0304,3.2647,3.3079,3.5001,3.5005
2018-07-06,1.8451,2.2257,2.3032,2.445,2.8794,3.0163,3.0208,3.2656,3.3242,3.5021,3.5259
2018-07-09,1.9038,2.2519,2.3128,2.4473,2.8695,3.0314,3.0404,3.2833,3.3342,3.5266,3.5432
2018-07-10,1.9038,2.2354,2.312,2.4357,2.8479,3.0443,3.0603,3.2911,3.3442,3.5357,3.5431
2018-07-11,1.863,2.1827,2.2604,2.4325,2.8476,3.0558,3.0654,3.2665,3.336,3.501,3.5107
2018-07-12,1.7834,2.0917,2.2973,2.4579,2.7626,3.0326,3.0654,3.2568,3.3267,3.5014,3.5158
2018-07-13,1.8647,2.2203,2.3829,2.4952,2.7834,3.0358,3.0654,3.241,3.2734,3.4852,3.4858
2018-07-16,2.0617,2.2223,2.3966,2.5211,2.7258,2.9943,3.0259,3.222,3.2706,3.4826,3.4808
2018-07-17,2.1212,2.2123,2.3995,2.4938,2.7403,2.9986,3.0259,3.2334,3.3056,3.4778,3.4808
2018-07-18,1.8848,2.2112,2.3497,2.5378,2.8592,3.0399,3.0508,3.2383,3.3005,3.4751,3.4708
2018-07-19,1.8072,2.1788,2.342,2.5302,2.8283,3.0343,3.0507,3.2131,3.2807,3.4699,3.4409
2018-07-20,2.0634,2.1974,2.342,2.4704,2.8585,3.043,3.0507,3.243,3.2896,3.5016,3.5135
2018-07-23,2.071,2.1764,2.3508,2.4725,2.8615,3.0437,3.0508,3.2391,3.2959,3.5021,3.5186
2018-07-24,2.1445,2.1943,2.3508,2.4881,2.8633,3.0437,3.0508,3.2347,3.3115,3.5294,3.5615
2018-07-25,2.0911,2.1289,2.2783,2.4147,2.8419,3.0072,3.011,3.2053,3.3147,3.5339,3.5614
2018-07-26,2.0631,2.0775,2.1917,2.2928,2.7511,2.9821,2.991,3.1754,3.2976,3.5263,3.5361
2018-07-27,1.9848,1.9859,2.1909,2.2957,2.7401,2.8999,2.9025,3.1259,3.2733,3.5115,3.5212
2018-07-30,1.9955,2.0326,2.215,2.2888,2.6874,2.8777,2.8816,3.0871,3.257,3.5072,3.5213
2018-07-31,1.995,2.0432,2.1936,2.3032,2.6405,2.8351,2.841,3.0578,3.2249,3.4801,3.4812
2018-08-01,1.957,2.0452,2.1887,2.2875,2.6163,2.8016,2.807,3.0695,3.1736,3.4801,3.4638
2018-08-02,1.9984,2.0487,2.2104,2.243,2.6157,2.7683,2.7722,3.0608,3.1639,3.4615,3.4713
2018-08-03,1.8842,1.995,2.085,2.1377,2.5551,2.7223,2.7247,3.0375,3.1494,3.434,3.4567
2018-08-06,1.7753,1.8833,1.9943,2.0209,2.4927,2.6605,2.6627,3.0254,3.1555,3.434,3.4568
2018-08-07,1.6819,1.8596,1.9772,2.0119,2.4027,2.5995,2.603,3.017,3.1455,3.443,3.4876
2018-08-08,1.4909,1.785,1.8993,1.9562,2.4016,2.6197,2.623,3.0594,3.2066,3.4865,3.5222
2018-08-09,1.6247,1.8439,1.9297,1.9552,2.433,2.7188,2.7227,3.1129,3.2669,3.5074,3.5476
2018-08-10,1.8287,1.844,1.8821,1.9654,2.4185,2.7216,2.7252,3.119,3.2876,3.5166,3.5525
2018-08-13,1.8887,1.89,1.895,1.9104,2.5238,2.8103,2.813,3.1682,3.3383,3.547,3.5826
2018-08-14,1.9013,1.9072,1.9458,1.9645,2.5829,2.8097,2.8122,3.1844,3.3276,3.5336,3.5519
2018-08-15,1.9183,1.9252,1.9373,2.0049,2.5341,2.8098,2.84,3.1836,3.3381,3.5451,3.5829
2018-08-16,1.9321,1.9435,1.967,2.06,2.616,2.8105,2.8408,3.2297,3.3465,3.5607,3.6141
2018-08-17,2.0011,2.005,2.0258,2.1159,2.6765,2.853,2.8833,3.2831,3.3851,3.5748,3.6524
2018-08-20,2.0461,2.0741,2.122,2.1642,2.7189,2.8808,2.9004,3.2928,3.4179,3.5892,3.6326
2018-08-21,2.0461,2.0541,2.0823,2.2086,2.721,2.8883,2.9432,3.3476,3.4672,3.6054,3.63
2018-08-22,1.9481,2.0396,2.0558,2.2102,2.7208,2.8542,2.9034,3.3255,3.4584,3.585,3.6075
2018-08-23,1.8907,1.9933,2.0212,2.1759,2.6921,2.8281,2.8791,3.2745,3.4089,3.5751,3.6101
2018-08-24,1.8287,1.9563,2.0142,2.1728,2.6943,2.81,2.8376,3.2934,3.4066,3.5722,3.6278
2018-08-27,1.8767,1.9693,2.0692,2.1421,2.6681,2.8153,2.8545,3.3029,3.4068,3.5875,3.6303
2018-08-28,1.8622,1.9636,2.0559,2.1477,2.6707,2.8195,2.867,3.3115,3.4066,3.5939,3.6101
2018-08-29,1.9096,1.9877,2.08,2.1451,2.6733,2.8057,2.8593,3.3028,3.4022,3.594,3.6101
2018-08-30,1.7971,1.9727,2.0837,2.1427,2.6483,2.8018,2.8344,3.2954,3.3704,3.568,3.5801
2018-08-31,1.8291,1.9657,2.1186,2.1205,2.6418,2.8142,2.8451,3.2727,3.3462,3.5711,3.5751
2018-09-03,1.7971,1.9617,2.131,2.13,2.623,2.8155,2.8387,3.3132,3.3651,3.5911,3.5951
2018-09-04,1.7151,1.9517,2.1281,2.1401,2.622,2.8113,2.8476,3.3317,3.3959,3.6149,3.6101
2018-09-05,1.6841,1.9417,2.1231,2.1407,2.5728,2.8129,2.847,3.3392,3.4114,3.6198,3.6101
2018-09-06,2.0141,2.0217,2.1231,2.1318,2.5797,2.8114,2.8414,3.3486,3.4268,3.6247,3.6101
2018-09-07,2.1031,2.1034,2.123,2.133,2.5438,2.8244,2.8438,3.3607,3.4366,3.63,3.6301
2018-09-10,2.0851,2.1126,2.1186,2.1274,2.605,2.8292,2.8407,3.3947,3.4793,3.66,3.6551
2018-09-11,2.1021,2.159,2.1143,2.1321,2.617,2.8343,2.8457,3.4186,3.507,3.675,3.6751
2018-09-12,2.0691,2.16,2.1598,2.1506,2.6429,2.8357,2.849,3.4155,3.5185,3.675,3.6551
2018-09-13,2.0421,2.1993,2.1841,2.1461,2.6177,2.8316,2.8593,3.3804,3.5014,3.66,3.6526
2018-09-14,1.9732,2.1975,2.1577,2.1334,2.621,2.8288,2.8623,3.3678,3.4977,3.65,3.6351
2018-09-17,1.9502,2.0696,2.0706,2.1042,2.6401,2.8411,2.8636,3.3569,3.4779,3.645,3.6327
2018-09-18,2.1163,2.0872,2.0703,2.1222,2.6174,2.855,2.8793,3.3554,3.4905,3.655,3.6452
2018-09-19,2.0298,2.0655,2.0554,2.1061,2.6144,2.926,3.0102,3.3544,3.5017,3.6677,3.6727
2018-09-20,1.9868,2.0066,2.0703,2.0526,2.6292,2.9374,3.0314,3.3633,3.5172,3.6856,3.7003
2018-09-21,1.9818,2.0657,2.066,2.0734,2.6087,2.9275,3.0266,3.351,3.5072,3.6654,3.6752
2018-09-25,2.0108,2.0277,2.0774,2.0893,2.6165,2.9281,3.0271,3.3245,3.4995,3.6608,3.6754
2018-09-26,2.0108,1.9855,2.0473,2.0916,2.638,2.9384,3.0251,3.3092,3.4799,3.6476,3.6503
2018-09-27,1.9178,2.099,2.0702,2.1243,2.618,2.9317,3.0177,3.2932,3.4702,3.6203,3.6253
2018-09-28,1.9063,2.1326,2.0772,2.2195,2.6581,2.9129,3.0038,3.2791,3.4401,3.62,3.6153
2018-09-29,1.9063,2.1346,2.0797,2.2225,2.6169,2.9142,2.99,3.2791,3.4513,3.6199,3.6104
2018-09-30,1.9063,2.1346,2.0802,2.2235,2.6189,2.91,2.9657,3.2808,3.4565,3.6201,3.6103
2018-10-08,1.7893,2.0305,2.0508,2.0648,2.6043,2.9008,2.9579,3.2884,3.4431,3.625,3.6155
2018-10-09,1.8267,1.8792,1.8552,1.874,2.5442,2.881,2.9388,3.2803,3.4442,3.62,3.6156
2018-10-10,1.7753,1.8046,1.8051,1.8246,2.5313,2.8841,2.9395,3.2303,3.437,3.6105,3.6156
2018-10-11,1.7999,1.8005,1.8558,1.8662,2.5528,2.8411,2.8902,3.1976,3.4077,3.58,3.5806
2018-10-12,1.7999,1.8005,1.8375,1.9269,2.2448,2.7245,2.8904,3.2081,3.3964,3.5876,3.5831
2018-10-15,1.7944,1.8418,1.8495,1.9279,2.2415,2.716,2.88,3.2068,3.4031,3.59,3.5857
2018-10-16,1.888,1.895,1.901,1.9526,2.3055,2.7378,2.8902,3.2072,3.4084,3.58,3.5757
2018-10-17,1.8653,1.8837,1.8986,2.0055,2.3595,2.7569,2.9027,3.2024,3.4094,3.58,3.5807
2018-10-18,1.8836,1.8837,1.8963,2.1413,2.3566,2.7512,2.9027,3.1902,3.36,3.55,3.5508
2018-10-19,1.8705,1.8815,1.9027,2.2023,2.353,2.7735,2.9027,3.1882,3.3602,3.5562,3.5658
2018-10-22,1.8305,1.8309,1.8479,2.2675,2.413,2.8377,2.9027,3.1994,3.386,3.5725,3.591
2018-10-23,1.8065,1.8119,1.838,2.2686,2.4131,2.819,2.8879,3.2077,3.3762,3.5613,3.5709
2018-10-24,1.7485,1.8341,1.8593,2.3093,2.4347,2.8104,2.8562,3.196,3.3664,3.55,3.5409
2018-10-25,1.5705,1.8402,1.8593,2.2795,2.4225,2.8119,2.8562,3.1913,3.3516,3.54,3.5409
2018-10-26,1.5205,1.8696,1.8966,2.2697,2.4189,2.8037,2.844,3.1919,3.3417,3.5271,3.541
2018-10-29,1.5205,1.8686,1.9014,2.2845,2.4202,2.7873,2.8203,3.1479,3.3126,3.5015,3.5111
2018-10-30,1.5205,1.8577,1.8788,2.2471,2.4071,2.7748,2.8054,3.1385,3.308,3.5065,3.5161
2018-10-31,1.8805,1.8899,1.9425,2.3212,2.6255,2.7931,2.8054,3.1595,3.3129,3.5054,3.5086
2018-11-01,1.8805,1.905,1.9463,2.3114,2.6138,2.7745,2.7858,3.1806,3.3076,3.5,3.4936
2018-11-02,1.8805,1.9449,2.0259,2.2976,2.6625,2.7777,2.7863,3.1915,3.3229,3.5366,3.5461
2018-11-05,1.8805,2.0013,2.1492,2.2802,2.6836,2.7681,2.7763,3.1882,3.3238,3.523,3.5312
2018-11-06,1.8753,1.9697,2.1626,2.2838,2.6692,2.7435,2.7516,3.1641,3.3143,3.5016,3.5113
2018-11-07,1.8729,1.9717,2.1696,2.2791,2.6545,2.7187,2.7269,3.1139,3.2954,3.4801,3.4813
2018-11-08,1.8729,1.9775,2.1753,2.2761,2.6281,2.6696,2.6771,3.0956,3.2885,3.4759,3.4813
2018-11-09,1.8729,1.9775,2.1939,2.2511,2.5164,2.6501,2.6586,3.0866,3.271,3.471,3.4763
2018-11-12,2.0,2.0001,2.1648,2.2025,2.5303,2.604,2.6123,3.0953,3.2665,3.4727,3.4865
2018-11-13,2.0,2.0001,2.1575,2.205,2.5217,2.583,2.5913,3.0706,3.2471,3.4623,3.474
2018-11-14,1.857,1.9252,2.1371,2.2178,2.5501,2.551,2.559,2.9891,3.1367,3.4037,3.4218
2018-11-15,1.871,1.9046,2.1283,2.2552,2.5027,2.5012,2.5092,2.9897,3.1359,3.395,3.3915
2018-11-16,1.8887,1.9288,2.1179,2.2162,2.4826,2.5,2.508,2.981,3.127,3.3503,3.3515
2018-11-19,2.0887,2.0887,2.2536,2.2735,2.4938,2.5012,2.5092,3.0077,3.1521,3.359,3.3772
2018-11-20,2.0881,2.0915,2.2595,2.314,2.5104,2.5111,2.5191,3.0247,3.1779,3.38,3.3771
2018-11-21,2.0581,2.0852,2.2762,2.335,2.4881,2.4888,2.4968,3.0166,3.1787,3.3701,3.3716
2018-11-22,1.9351,2.0194,2.2236,2.3572,2.5187,2.4813,2.4892,3.0186,3.1897,3.3821,3.3917
2018-11-23,1.8714,1.9557,2.1599,2.2864,2.4853,2.5041,2.5115,3.0132,3.1853,3.3903,3.3917
2018-11-26,1.86,1.9443,2.1485,2.3225,2.4494,2.4847,2.5007,3.0098,3.1756,3.3868,3.4151
2018-11-27,1.86,1.8801,2.1183,2.3271,2.4598,2.4923,2.495,3.0108,3.179,3.39,3.4
2018-11-28,1.843,1.8718,2.3377,2.3795,2.4946,2.5113,2.48,3.0015,3.1894,3.3799,3.37
2018-11-29,1.843,1.8706,2.3296,2.4154,2.4696,2.4617,2.47,2.9956,3.1505,3.3601,3.36
2018-11-30,2.223,2.2506,2.2571,2.3685,2.4791,2.4743,2.4826,2.9899,3.1353,3.3602,3.355
