date,0d,1m,2m,3m,6m,9m,1y,3y,5y,7y,10y
2024-04-17,1.4,1.5164,1.53,1.5461,1.6384,1.6898,1.7133,2.0161,2.1053,2.2366,2.2608
2024-04-18,1.37,1.4873,1.5298,1.5459,1.6317,1.6766,1.6983,1.9935,2.0804,2.2315,2.2537
2024-04-19,1.33,1.5099,1.51,1.5529,1.6331,1.6724,1.6933,1.9931,2.0755,2.2241,2.254
2024-04-22,1.3,1.5094,1.5443,1.5723,1.6231,1.6635,1.6833,1.9774,2.0735,2.2125,2.2435
2024-04-23,1.3,1.5106,1.5393,1.5813,1.6151,1.6485,1.6633,1.9457,2.0563,2.195,2.226
2024-04-24,1.3024,1.5611,1.5717,1.6228,1.66,1.645,1.6696,1.9853,2.0965,2.2449,2.2727
2024-04-25,1.3644,1.5265,1.58,1.5803,1.6597,1.58,1.6046,1.9443,2.0668,2.2242,2.2612
2024-04-26,1.3974,1.5499,1.61,1.6103,1.6599,1.64,1.6646,1.9981,2.1245,2.2778,2.3084
2024-04-28,1.3974,1.5013,1.611,1.6219,1.66,1.66,1.6932,2.0333,2.1575,2.309,2.3244
2024-04-29,1.4274,1.5653,1.6181,1.6342,1.6627,1.7119,1.7831,2.0647,2.1876,2.3344,2.353
2024-04-30,1.4274,1.4925,1.5476,1.5342,1.6596,1.6402,1.6928,1.9836,2.1484,2.2822,2.3028
2024-05-06,1.4374,1.506,1.6115,1.6485,1.6584,1.6365,1.7022,1.9819,2.1268,2.2786,2.3081
2024-05-07,1.4674,1.5267,1.5888,1.6442,1.6675,1.6368,1.7028,1.96,2.0994,2.2521,2.2896
2024-05-08,1.4674,1.5637,1.6231,1.632,1.6868,1.6518,1.7071,1.9797,2.1068,2.2595,2.2955
2024-05-09,1.4674,1.5438,1.6106,1.6202,1.6673,1.6835,1.7205,2.0084,2.1295,2.2889,2.3186
2024-05-10,1.4274,1.4813,1.5475,1.6199,1.6665,1.6776,1.7044,1.993,2.1301,2.2816,2.3122
2024-05-11,1.4184,1.4823,1.5475,1.6277,1.6645,1.6753,1.7092,2.009,2.1556,2.3087,2.3361
2024-05-13,1.4175,1.4835,1.5761,1.5816,1.6172,1.6372,1.6417,1.9517,2.096,2.2638,2.29
2024-05-14,1.4025,1.4827,1.563,1.5714,1.5837,1.6032,1.6132,1.9482,2.086,2.2564,2.2938
2024-05-15,1.3605,1.521,1.5674,1.5811,1.6,1.6008,1.6134,1.9446,2.0916,2.261,2.302
2024-05-16,1.3575,1.464,1.57,1.57,1.5905,1.6036,1.628,1.9696,2.1035,2.278,2.3147
2024-05-17,1.3525,1.4576,1.5362,1.6003,1.6025,1.6027,1.6073,1.9206,2.0928,2.2707,2.3077
2024-05-20,1.3,1.4644,1.5159,1.5361,1.5629,1.6057,1.6136,1.9315,2.0983,2.2714,2.3105
2024-05-21,1.32,1.4315,1.5183,1.5323,1.5741,1.608,1.6129,1.952,2.1028,2.2741,2.3141
2024-05-22,1.35,1.4335,1.4884,1.5516,1.5711,1.595,1.6052,1.9372,2.0959,2.2697,2.3123
2024-05-23,1.3434,1.4523,1.5325,1.5608,1.5683,1.5969,1.6085,1.9327,2.0884,2.2546,2.3063
2024-05-24,1.3434,1.4619,1.5518,1.5606,1.5823,1.5951,1.6375,1.943,2.096,2.2613,2.3134
2024-05-27,1.3934,1.5201,1.55,1.5513,1.61,1.6174,1.6612,1.954,2.0961,2.2566,2.3084
2024-05-28,1.3934,1.5184,1.54,1.5413,1.6048,1.6178,1.6552,1.9391,2.0871,2.2468,2.2994
2024-05-29,1.3934,1.5044,1.5248,1.5632,1.6037,1.6162,1.6567,1.9295,2.0848,2.2438,2.2776
2024-05-30,1.3934,1.5285,1.5473,1.5616,1.6039,1.6159,1.6531,1.9275,2.0862,2.2446,2.2826
2024-05-31,1.3934,1.4916,1.5261,1.5428,1.6099,1.6156,1.6444,1.936,2.085,2.2526,2.2926
2024-06-03,1.3,1.4816,1.4907,1.5051,1.5856,1.6087,1.6457,1.9324,2.0699,2.2328,2.2853
2024-06-04,1.3,1.4416,1.5074,1.5435,1.5793,1.6091,1.6461,1.9197,2.0708,2.2308,2.2854
2024-06-05,1.3,1.3815,1.464,1.4956,1.5654,1.6007,1.6319,1.8969,2.0573,2.2093,2.2808
2024-06-06,1.3,1.4141,1.48,1.4817,1.5447,1.5907,1.6105,1.8922,2.0595,2.2136,2.2828
2024-06-07,1.3,1.4446,1.48,1.4818,1.5397,1.5872,1.604,1.8932,2.0598,2.2156,2.2833
2024-06-11,1.297,1.4676,1.49,1.4901,1.5463,1.5764,1.599,1.8923,2.0555,2.2113,2.2791
2024-06-12,1.298,1.4629,1.5,1.5001,1.553,1.581,1.599,1.8976,2.0634,2.2152,2.276
2024-06-13,1.298,1.4929,1.5278,1.5514,1.5704,1.5826,1.597,1.9024,2.0655,2.2144,2.2678
2024-06-14,1.298,1.505,1.5116,1.5414,1.5734,1.5832,1.594,1.8953,2.0588,2.2062,2.2558
2024-06-17,1.318,1.5105,1.5198,1.5376,1.5724,1.5896,1.604,1.9109,2.0659,2.2116,2.2609
2024-06-18,1.368,1.52,1.5202,1.5204,1.5632,1.5868,1.604,1.9039,2.0568,2.198,2.2537
2024-06-19,1.4074,1.5131,1.52,1.5227,1.5638,1.5838,1.599,1.8776,2.0236,2.1683,2.2429
2024-06-20,1.3966,1.4978,1.5,1.5068,1.5545,1.5793,1.599,1.8823,2.0289,2.1706,2.2445
2024-06-21,1.3966,1.4926,1.5,1.5007,1.5445,1.5709,1.5915,1.8969,2.039,2.1819,2.2571
2024-06-24,1.3766,1.4528,1.4646,1.473,1.539,1.5706,1.5915,1.8805,2.0255,2.158,2.2451
2024-06-25,1.3606,1.4255,1.44,1.4414,1.4867,1.5341,1.5615,1.856,2.0159,2.148,2.235
2024-06-26,1.33,1.4037,1.4498,1.4606,1.4844,1.5206,1.544,1.8397,1.9987,2.1355,2.2225
2024-06-27,1.3,1.3859,1.4154,1.4204,1.4464,1.5196,1.549,1.8088,1.9769,2.1054,2.2081
2024-06-28,1.3,1.3491,1.4235,1.4411,1.4489,1.5049,1.539,1.796,1.9782,2.103,2.2058
2024-07-01,1.2473,1.3688,1.4172,1.4325,1.4457,1.5242,1.5565,1.8257,2.02,2.141,2.2486
2024-07-02,1.2457,1.3998,1.4108,1.4228,1.4478,1.5076,1.5365,1.7936,1.9875,2.1087,2.2369
2024-07-03,1.2187,1.39,1.3936,1.4257,1.4434,1.4956,1.524,1.7838,1.9589,2.0965,2.2426
2024-07-04,1.2427,1.3998,1.4186,1.4363,1.4575,1.5042,1.529,1.8035,1.9711,2.1042,2.2502
2024-07-05,1.2427,1.4054,1.428,1.4436,1.4549,1.5043,1.529,1.8255,1.9995,2.1293,2.2754
2024-07-08,1.2427,1.4493,1.5,1.49,1.4934,1.5264,1.579,1.8654,2.0347,2.1547,2.2904
2024-07-09,1.2427,1.4593,1.4889,1.495,1.4993,1.5331,1.554,1.8401,2.0074,2.1248,2.2698
2024-07-10,1.2427,1.447,1.47,1.47,1.4757,1.5292,1.5515,1.8406,2.0131,2.1326,2.2707
2024-07-11,1.2427,1.46,1.46,1.4517,1.4569,1.5168,1.539,1.8272,2.0064,2.1278,2.2648
2024-07-12,1.2407,1.48,1.4786,1.4567,1.4573,1.5175,1.539,1.8237,2.0016,2.1229,2.2604
2024-07-15,1.3105,1.4671,1.4699,1.4664,1.467,1.5174,1.5365,1.8169,1.9891,2.1084,2.2541
2024-07-16,1.4245,1.4676,1.4798,1.4763,1.477,1.5112,1.529,1.817,1.9841,2.1034,2.2613
2024-07-17,1.4745,1.4776,1.4819,1.5001,1.502,1.5093,1.524,1.817,1.9579,2.1054,2.2598
2024-07-18,1.3795,1.4805,1.4812,1.4976,1.5997,1.5187,1.5315,1.8188,1.9607,2.1169,2.2673
2024-07-19,1.3795,1.4648,1.4717,1.4874,1.5995,1.5085,1.5265,1.8004,1.9534,2.1101,2.2614
2024-07-22,1.3295,1.4015,1.4393,1.455,1.5635,1.4703,1.488,1.7674,1.9141,2.0682,2.2461
2024-07-23,1.3295,1.4033,1.44,1.4401,1.5481,1.4526,1.4705,1.7432,1.8918,2.0407,2.2322
2024-07-24,1.3295,1.4153,1.43,1.4463,1.5182,1.4475,1.4655,1.7401,1.8972,2.0485,2.2381
2024-07-25,1.2995,1.3723,1.42,1.4203,1.4984,1.4475,1.465,1.7431,1.8923,2.039,2.2168
2024-07-26,1.2995,1.3799,1.3801,1.3979,1.5034,1.46,1.4769,1.7468,1.8976,2.041,2.1944
2024-07-29,1.2905,1.3746,1.39,1.3924,1.4984,1.4589,1.45,1.7393,1.8933,2.0313,2.1574
2024-07-30,1.2985,1.3672,1.39,1.3915,1.4519,1.4548,1.43,1.7222,1.8836,2.0215,2.148
2024-07-31,1.3405,1.3742,1.38,1.4032,1.4899,1.4474,1.4201,1.7062,1.849,1.992,2.1494
2024-08-01,1.3405,1.3705,1.3926,1.4124,1.4849,1.4366,1.4101,1.6827,1.8262,1.9686,2.1297
2024-08-02,1.2905,1.3661,1.3792,1.3933,1.4847,1.4304,1.3901,1.6741,1.8188,1.9598,2.1277
2024-08-05,1.2905,1.3589,1.3792,1.3815,1.4597,1.4309,1.3902,1.674,1.8144,1.9659,2.1376
2024-08-06,1.3266,1.3703,1.3796,1.3821,1.4696,1.4409,1.4103,1.6813,1.817,1.9634,2.1491
2024-08-07,1.3405,1.39,1.39,1.3877,1.4719,1.44,1.4065,1.6734,1.7995,1.9541,2.1414
2024-08-08,1.3405,1.3493,1.3661,1.3875,1.4746,1.4567,1.4268,1.7024,1.8349,2.0103,2.181
2024-08-09,1.3659,1.3747,1.3773,1.4067,1.49,1.4882,1.4562,1.7215,1.8706,2.0613,2.1986
2024-08-12,1.4159,1.46,1.46,1.4312,1.51,1.511,1.5283,1.8032,1.9358,2.1375,2.2508
2024-08-13,1.3929,1.46,1.46,1.4997,1.4929,1.5223,1.5008,1.7687,1.9011,2.1369,2.2255
2024-08-14,1.3929,1.4554,1.4616,1.4954,1.501,1.5094,1.5059,1.761,1.8858,2.1027,2.1966
2024-08-15,1.3666,1.4508,1.4602,1.4879,1.541,1.52,1.5211,1.776,1.9058,2.1081,2.205
2024-08-16,1.3126,1.4479,1.4605,1.4835,1.5995,1.5191,1.5341,1.781,1.8901,2.0986,2.1978
2024-08-19,1.3517,1.4666,1.4889,1.5063,1.6036,1.5216,1.5406,1.7711,1.8834,2.0932,2.1816
2024-08-20,1.3717,1.4417,1.4999,1.5021,1.5886,1.5237,1.5535,1.7765,1.8859,2.0895,2.171
2024-08-21,1.3799,1.4445,1.4861,1.5446,1.5983,1.5315,1.5443,1.7668,1.8761,2.0786,2.167
2024-08-22,1.3799,1.456,1.498,1.5345,1.5825,1.5022,1.5211,1.732,1.8726,2.0614,2.1582
2024-08-23,1.389,1.4489,1.5077,1.5104,1.5648,1.4908,1.4973,1.6924,1.8487,2.0577,2.1547
2024-08-26,1.385,1.4529,1.5096,1.5008,1.5367,1.4758,1.5042,1.6836,1.8447,2.0617,2.1628
2024-08-27,1.385,1.4369,1.4871,1.5156,1.5369,1.4858,1.5073,1.6942,1.8658,2.1048,2.1903
2024-08-28,1.385,1.4659,1.5046,1.5103,1.5149,1.4858,1.4963,1.695,1.8552,2.0715,2.1673
2024-08-29,1.335,1.4411,1.4869,1.4934,1.5085,1.4886,1.4912,1.6772,1.8671,2.0825,2.1703
2024-08-30,1.335,1.4516,1.4699,1.4709,1.4949,1.4836,1.49,1.6679,1.8522,2.0811,2.1704
2024-09-02,1.315,1.4218,1.43,1.4566,1.4889,1.465,1.465,1.6157,1.8085,2.0483,2.1457
2024-09-03,1.33,1.4242,1.43,1.4457,1.4796,1.45,1.43,1.5705,1.7853,2.0419,2.1432
2024-09-04,1.32,1.4192,1.42,1.4281,1.4694,1.445,1.455,1.5651,1.775,2.0214,2.1336
2024-09-05,1.33,1.369,1.42,1.4218,1.469,1.4375,1.4475,1.55,1.7761,2.0111,2.1338
2024-09-06,1.34,1.356,1.42,1.4221,1.4685,1.4262,1.4352,1.5508,1.779,2.009,2.1388
2024-09-09,1.33,1.3474,1.4408,1.445,1.4576,1.4129,1.4152,1.5368,1.77,1.9755,2.1267
2024-09-10,1.33,1.3479,1.4021,1.4045,1.4067,1.3529,1.3552,1.4866,1.7497,1.9534,2.1143
2024-09-11,1.33,1.368,1.4,1.4,1.4,1.3263,1.3285,1.4608,1.7175,1.9463,2.1044
2024-09-12,1.309,1.3488,1.4,1.4,1.3895,1.3194,1.326,1.4603,1.7232,1.9483,2.0998
2024-09-13,1.3097,1.346,1.3844,1.39,1.39,1.3207,1.326,1.463,1.7205,1.9331,2.0724
2024-09-14,1.2894,1.3274,1.3677,1.3732,1.3824,1.3223,1.331,1.4428,1.7009,1.9143,2.0425
2024-09-18,1.3204,1.3467,1.3649,1.384,1.3942,1.3495,1.366,1.4705,1.7217,1.9247,2.0403
2024-09-19,1.3454,1.3504,1.3808,1.404,1.4218,1.3862,1.391,1.5003,1.7411,1.9347,2.045
2024-09-20,1.3206,1.3554,1.3841,1.396,1.429,1.3878,1.391,1.4963,1.7281,1.9062,2.0431
2024-09-23,1.3206,1.3548,1.3785,1.4044,1.4284,1.3866,1.3879,1.4993,1.7314,1.9044,2.0381
2024-09-24,1.2756,1.3421,1.3788,1.3929,1.4245,1.4119,1.4179,1.5158,1.7521,1.9373,2.0728
2024-09-25,1.2755,1.3534,1.4,1.4007,1.428,1.3859,1.3879,1.5048,1.6995,1.8926,2.0437
2024-09-26,1.2555,1.3548,1.4008,1.411,1.4428,1.4005,1.4029,1.5142,1.7316,1.933,2.0787
2024-09-27,1.2555,1.3581,1.4056,1.4109,1.4698,1.435,1.4379,1.5649,1.8312,2.0486,2.1714
2024-09-29,1.2555,1.3794,1.4135,1.4186,1.4639,1.4334,1.4379,1.6616,1.9312,2.1311,2.2534
2024-09-30,1.2555,1.3534,1.3914,1.3986,1.449,1.3646,1.3679,1.5636,1.8388,2.0732,2.1518
2024-10-08,1.2555,1.3614,1.4,1.4,1.449,1.3655,1.3729,1.6379,1.9106,2.1101,2.1928
2024-10-09,1.3557,1.3912,1.4,1.4286,1.4675,1.4221,1.4279,1.6935,1.8886,2.0857,2.176
2024-10-10,1.3317,1.4,1.4,1.4136,1.4575,1.4314,1.4379,1.6459,1.8326,2.0441,2.1441
2024-10-11,1.2177,1.37,1.3802,1.3936,1.4585,1.4358,1.4429,1.6432,1.8171,2.037,2.1392
2024-10-12,1.2157,1.3638,1.3698,1.3707,1.4345,1.411,1.4179,1.644,1.8122,2.0423,2.1441
2024-10-14,1.1889,1.3607,1.3798,1.4091,1.5395,1.4426,1.4479,1.6619,1.819,2.0376,2.1368
2024-10-15,1.1889,1.3591,1.3997,1.4198,1.5392,1.4446,1.4504,1.6535,1.8065,2.0106,2.1254
2024-10-16,1.2157,1.4,1.4,1.4323,1.5291,1.444,1.4504,1.6469,1.8215,2.0181,2.1331
2024-10-17,1.1957,1.37,1.37,1.4,1.4989,1.4211,1.4279,1.5989,1.7805,1.9888,2.1084
2024-10-18,1.1657,1.36,1.36,1.4098,1.4819,1.4257,1.4329,1.6133,1.7882,2.0044,2.1209
2024-10-21,1.1657,1.3549,1.391,1.4399,1.4686,1.4276,1.4354,1.6397,1.7938,2.0076,2.1211
2024-10-22,1.1514,1.3751,1.38,1.4318,1.4635,1.4271,1.4349,1.671,1.8316,2.0401,2.1458
2024-10-23,1.15,1.3506,1.3899,1.4156,1.4772,1.4175,1.4254,1.6862,1.8443,2.0502,2.1559
2024-10-24,1.1257,1.3558,1.384,1.3928,1.4391,1.4224,1.4302,1.6854,1.8521,2.058,2.1661
2024-10-25,1.1257,1.3496,1.354,1.3895,1.4371,1.39,1.4169,1.647,1.8428,2.043,2.1539
2024-10-28,1.13,1.3513,1.3565,1.4322,1.4794,1.3876,1.407,1.6353,1.8336,2.0522,2.1617
2024-10-29,1.12,1.3553,1.3699,1.4322,1.469,1.3704,1.4367,1.6198,1.8291,2.0502,2.1598
2024-10-30,1.12,1.3268,1.33,1.4257,1.449,1.3807,1.4461,1.6082,1.822,2.0456,2.1597
2024-10-31,1.12,1.3018,1.3306,1.4066,1.429,1.3757,1.426,1.5835,1.7947,2.029,2.1476
2024-11-01,1.1666,1.2725,1.3024,1.4014,1.409,1.3706,1.4065,1.5597,1.7674,2.0151,2.1406
2024-11-04,1.1642,1.2708,1.3273,1.3923,1.3991,1.3806,1.4044,1.5589,1.7786,2.0149,2.1275
2024-11-05,1.1642,1.2924,1.3683,1.3835,1.3892,1.376,1.4077,1.5334,1.7691,1.9923,2.1106
2024-11-06,1.1642,1.2711,1.354,1.3786,1.3891,1.3763,1.4103,1.5248,1.7748,2.0002,2.1234
2024-11-07,1.1642,1.2945,1.334,1.3615,1.3787,1.3621,1.4022,1.4981,1.7552,1.9805,2.1115
2024-11-08,1.1642,1.2974,1.3516,1.3666,1.3787,1.3722,1.4062,1.4992,1.7427,1.9763,2.1067
2024-11-11,1.1941,1.2871,1.3433,1.3691,1.4096,1.3729,1.4032,1.5069,1.7409,1.9613,2.092
2024-11-12,1.2683,1.282,1.3233,1.374,1.4096,1.3704,1.4008,1.5016,1.713,1.9303,2.0729
2024-11-13,1.2726,1.2931,1.3175,1.3616,1.3896,1.373,1.4028,1.4963,1.7186,1.9528,2.0876
2024-11-14,1.2559,1.2768,1.3168,1.3627,1.3848,1.373,1.391,1.4799,1.7065,1.9379,2.0808
2024-11-15,1.2559,1.2633,1.3178,1.3607,1.3798,1.3712,1.3875,1.4774,1.7099,1.9381,2.0948
2024-11-18,1.2559,1.2753,1.3478,1.3757,1.3794,1.37,1.3703,1.4774,1.724,1.9649,2.1117
2024-11-19,1.2577,1.2953,1.3714,1.3752,1.3788,1.3633,1.3579,1.4556,1.7122,1.9419,2.0947
2024-11-20,1.2412,1.3002,1.3735,1.3801,1.3805,1.362,1.348,1.4533,1.7074,1.948,2.1025
2024-11-21,1.2212,1.3046,1.3621,1.3654,1.3697,1.3611,1.3479,1.4435,1.6977,1.9194,2.0843
2024-11-22,1.1712,1.2926,1.3527,1.3726,1.3793,1.3624,1.3504,1.4472,1.7031,1.9214,2.0832
2024-11-25,1.1712,1.2826,1.3593,1.382,1.3948,1.36,1.3603,1.4451,1.6936,1.8965,2.0682
2024-11-26,1.1512,1.2497,1.3714,1.3752,1.3898,1.365,1.3856,1.4551,1.6988,1.9044,2.0657
2024-11-27,1.1362,1.2349,1.3652,1.3761,1.3847,1.365,1.3845,1.4467,1.7021,1.9044,2.0553
2024-11-28,1.1225,1.2341,1.3708,1.3779,1.3798,1.365,1.3777,1.4418,1.6842,1.8789,2.0304
2024-11-29,1.1024,1.2301,1.3558,1.37,1.37,1.3613,1.3698,1.4142,1.6598,1.876,2.0206
2024-12-02,1.08,1.2201,1.3227,1.3424,1.35,1.35,1.35,1.3826,1.615,1.8346,1.981
2024-12-03,1.105,1.2398,1.3454,1.3501,1.3547,1.3475,1.3491,1.3901,1.6257,1.8432,1.9886
2024-12-04,1.105,1.2294,1.3404,1.3525,1.3491,1.3431,1.3432,1.3826,1.6026,1.8198,1.9612
