date,0d,1m,2m,3m,6m,9m,1y,2y,3y,4y,5y,6y,7y,8y,9y,10y
2012-01-04,2.3431,2.5759,2.7381,2.7476,2.659,2.6429,2.7278,2.8296,2.8657,2.99,3.0468,3.3137,3.3469,3.4258,3.437,3.4395
2012-01-05,2.8456,2.786,2.75,2.7581,2.6899,2.6529,2.7404,2.8322,2.8913,2.9919,3.0749,3.3019,3.3526,3.434,3.4318,3.4304
2012-01-06,2.8435,2.7769,2.737,2.7455,2.6345,2.65,2.7391,2.8287,2.8741,2.9707,3.023,3.2696,3.3068,3.3991,3.3977,3.397
2012-01-09,2.8456,2.7812,2.73,2.7138,2.6576,2.6285,2.7308,2.8405,2.8789,2.9708,3.0243,3.2707,3.3025,3.38,3.38,3.3806
2012-01-10,2.5389,2.6453,2.7095,2.7101,2.6515,2.6285,2.7283,2.8338,2.8802,2.9709,3.0286,3.2764,3.3062,3.3988,3.4021,3.403
2012-01-11,2.0856,2.494,2.7395,2.74,2.7453,2.7545,2.7884,2.8527,2.8775,2.9817,3.0297,3.2742,3.3245,3.4163,3.4198,3.4208
2012-01-12,2.3206,2.5821,2.7395,2.74,2.7457,2.7546,2.7841,2.8424,2.8761,2.971,3.0376,3.2794,3.2924,3.3987,3.3988,3.402
2012-01-13,2.7077,2.7273,2.7395,2.74,2.7544,2.7634,2.7938,2.8518,2.8809,2.9924,3.0382,3.2834,3.3062,3.4007,3.409,3.4108
2012-01-16,3.0439,2.9043,2.7993,2.7972,2.7854,2.8019,2.8251,2.874,2.8985,3.0022,3.0582,3.2986,3.3212,3.4127,3.4213,3.4233
2012-01-17,4.2381,3.4967,2.9135,2.8056,2.7953,2.8039,2.8208,2.8559,2.9069,3.0142,3.0556,3.2895,3.305,3.3994,3.4034,3.4045
2012-01-18,5.0381,3.8274,2.9351,2.8527,2.7978,2.8239,2.8614,2.8788,2.9143,3.0118,3.0659,3.2695,3.3045,3.3906,3.3946,3.3957
2012-01-19,3.5689,3.1756,2.8957,2.8824,2.7053,2.7941,2.8439,2.8786,2.9072,2.9954,3.0356,3.2482,3.2841,3.3741,3.375,3.3758
2012-01-20,2.1489,2.5713,2.8705,2.8977,2.7103,2.8037,2.8155,2.8634,2.8942,2.9799,3.0307,3.2381,3.2817,3.3791,3.38,3.3808
2012-01-21,2.1406,2.5651,2.8626,2.896,2.7053,2.7998,2.8169,2.8577,2.8952,2.9864,3.0367,3.2401,3.2787,3.369,3.3803,3.3811
2012-01-29,1.9706,2.5752,2.8791,2.8984,2.6823,2.7692,2.7757,2.8486,2.8817,2.9914,3.0333,3.2408,3.2814,3.3689,3.3787,3.3812
2012-01-30,1.6292,2.4798,2.8664,2.8786,2.6824,2.7712,2.7757,2.8361,2.8858,2.9952,3.0561,3.2559,3.2892,3.3808,3.3963,3.4005
2012-01-31,1.7389,2.5123,2.8813,2.9083,2.7081,2.7612,2.7658,2.8406,2.8893,3.009,3.0502,3.2613,3.2988,3.3903,3.4031,3.4064
2012-02-01,1.7364,2.5466,2.8983,2.9182,2.7364,2.7712,2.7829,2.8548,2.9075,3.0147,3.1131,3.3022,3.3517,3.4242,3.4333,3.4318
2012-02-02,1.7389,2.5783,2.938,2.9624,2.7361,2.7612,2.7733,2.872,2.9059,3.0213,3.1073,3.3218,3.3581,3.433,3.44,3.441
2012-02-03,1.6956,2.558,2.9331,2.9623,2.7352,2.7611,2.7803,2.8736,2.9058,3.0217,3.1113,3.3133,3.3615,3.43,3.438,3.436
2012-02-06,1.5464,2.3974,2.9428,2.9667,2.7275,2.7611,2.8131,2.8755,2.9149,3.0686,3.1409,3.3534,3.3951,3.469,3.479,3.4785
2012-02-07,1.5481,2.3983,2.9424,2.965,2.6866,2.7611,2.8176,2.8766,2.9119,3.0567,3.1364,3.3446,3.3961,3.4698,3.48,3.481
2012-02-08,1.5381,2.4543,3.0367,3.0619,2.7663,2.8733,2.9275,2.9402,2.9761,3.0872,3.1666,3.3647,3.4119,3.5019,3.5094,3.5098
2012-02-09,1.5381,2.4557,3.0456,3.0674,2.869,2.9138,2.9589,3.0004,3.0283,3.1356,3.1726,3.3985,3.4406,3.532,3.54,3.5409
2012-02-10,1.6681,2.4846,3.0134,3.0343,2.8626,2.9197,2.9547,3.0081,3.0251,3.1261,3.1601,3.3803,3.422,3.5154,3.5257,3.521
2012-02-13,1.6697,2.4777,3.0257,3.0515,2.8583,2.8927,2.9037,2.9732,3.0243,3.0913,3.1291,3.3463,3.3989,3.5142,3.5229,3.5148
2012-02-14,1.9787,2.6186,3.0689,3.0888,2.8502,2.9151,2.9325,2.9862,3.0158,3.0915,3.1382,3.328,3.3971,3.5132,3.5234,3.516
