date,0d,1m,2m,3m,6m,9m,1y,3y,5y,7y,10y
2020-01-02,1.2,1.3442,1.894,2.0092,2.1097,2.3235,2.416,2.7458,2.9156,3.0657,3.1485
2020-01-03,1.2,1.5763,1.894,2.0067,2.0589,2.313,2.4359,2.7595,2.9353,3.0753,3.1428
2020-01-06,1.3,1.6253,1.8382,2.06,2.1059,2.303,2.4121,2.718,2.9059,3.0683,3.1352
2020-01-07,1.4202,1.6657,1.8444,2.0355,2.1046,2.303,2.4272,2.7029,2.9179,3.0709,3.1379
2020-01-08,1.4202,1.6401,1.7933,2.004,2.0649,2.2831,2.3,2.6585,2.902,3.0569,3.1337
2020-01-09,1.4214,1.6388,1.7878,2.0002,2.1237,2.2831,2.3042,2.6686,2.8961,3.0466,3.1184
2020-01-10,1.4014,1.6404,1.7878,1.9978,2.1143,2.2635,2.2744,2.6776,2.8643,3.0326,3.0819
2020-01-13,1.6367,1.6404,1.8094,1.9846,2.1303,2.2518,2.2807,2.6889,2.8703,3.0444,3.084
2020-01-14,1.796,1.7997,1.8873,2.0132,2.1421,2.2718,2.3009,2.7053,2.8936,3.055,3.0994
2020-01-15,1.889,1.8927,1.9803,2.056,2.1893,2.2718,2.2854,2.7033,2.889,3.0497,3.0897
2020-01-16,1.844,2.0751,2.1185,2.15,2.2064,2.2423,2.2721,2.7015,2.8867,3.0499,3.0918
2020-01-17,1.757,2.0257,2.0589,2.0953,2.2114,2.2397,2.2618,2.7005,2.8697,3.0232,3.0832
2020-01-19,1.648,2.0217,2.0545,2.0903,2.2064,2.2376,2.2627,2.6683,2.8699,3.0219,3.078
2020-01-20,1.548,1.9831,2.0365,2.0558,2.1742,2.1911,2.2019,2.6233,2.8592,2.999,3.0776
2020-01-21,1.4955,1.9306,1.9965,2.0542,2.1054,2.1587,2.2058,2.6133,2.8174,2.9706,3.0337
2020-01-22,1.5416,1.9232,1.9948,2.0528,2.0872,2.1362,2.181,2.6008,2.8242,2.9724,3.0282
2020-01-23,1.4316,1.7996,1.8575,2.035,2.0783,2.1273,2.181,2.5877,2.7883,2.9379,2.9932
2020-02-03,1.6973,1.77,1.7703,1.78,1.8217,2.02,2.091,2.3978,2.6269,2.7776,2.8231
2020-02-04,1.4973,1.65,1.6932,1.7475,1.763,1.99,2.1,2.4056,2.6399,2.7906,2.8551
2020-02-05,1.4973,1.6947,1.7139,1.7475,1.7667,1.9783,2.0773,2.4264,2.6348,2.7893,2.844
2020-02-06,1.4673,1.6444,1.6937,1.7496,1.7667,1.9027,2.0593,2.4327,2.6353,2.7844,2.8392
2020-02-07,1.4413,1.5684,1.6324,1.6786,1.68,1.8687,2.0525,2.4039,2.5917,2.7666,2.8024
2020-02-10,1.4413,1.6084,1.6194,1.6272,1.6641,1.779,2.0,2.3851,2.5642,2.756,2.7872
2020-02-11,1.4421,1.603,1.61,1.6263,1.684,1.7977,1.99,2.4153,2.5956,2.7803,2.834
